target_gene_name,interactor_gene_name
JUNB,BATF3
KDSR,ARAF
KDSR,PGAM1
KIAA0319L,MSN
KIAA0368,ADRM1
KIAA0368,ANKRD17
KIAA0368,KIAA0368;ECM29
KIAA0368,PSMA1
KIAA0368,PSMA2
KIAA0368,PSMA4
KIAA0368,PSMA5
KIAA0368,PSMA6
KIAA0368,PSMA7
KIAA0368,PSMB1
KIAA0368,PSMB2
KIAA0368,PSMB3
KIAA0368,PSMB7
KIAA0368,PSMC1
KIAA0368,PSMC2
KIAA0368,PSMC3
KIAA0368,PSMC4
KIAA0368,PSMC5
KIAA0368,PSMC6
KIAA0368,PSMD1
KIAA0368,PSMD11
KIAA0368,PSMD12
KIAA0368,PSMD13
KIAA0368,PSMD2
KIAA0368,PSMD3
KIAA0368,PSMD6
KIAA0368,PSMD7
KIAA0368,PSMD8
KIAA0368,THOC7;NIF3L1BP1
KIAA0368,TRIOBP
KIAA0368,UCHL5
KIAA1143,PPP2R2A
KIAA1143,SNRNP200
KIF1BP,KIAA1279
KIF23,RACGAP1
KIF23,SHCBP1
KIF2C,CLIP1
KIF2C,RCBTB2
KIF2C,SDHA
KIF2C,SLC6A15
KIF3A,KIF3B
KIF3A,KIF3C
KIF3A,KIFAP3
KIF3B,KIF3A
KIF3B,KIFAP3
KIF4A,TBC1D23
KIF5B,KIF5A
KIF5B,KLC1
KIF5B,KLC2
KIF5B,KLC3
KIF5B,KLC4
KIF5B,NAA40
KIF7,P4HA2
KLC1,KIF5A
KLC1,KIF5B
KLC1,KLC2
KLC1,KLC4
KLC2,KIF5A
KLC2,KIF5B
KLC2,KIF5C
KLC2,KLC1
KLC2,KLC3
KLC2,KLC4
KLC2,MTOR
KLC2,NAA40
KLC4,KIF5B
KLC4,KIF5C
KLC4,KLC1
KLC4,KLC2
KLC4,MTOR
KLC4,NAA40
KPNA1,ALKBH5
KPNA1,ANP32A
KPNA1,ANP32B
KPNA1,ANP32E
KPNA1,CDKN2AIP
KPNA1,CHD8
KPNA1,ESF1
KPNA1,FAM103A1
KPNA1,KPNB1
KPNA1,NCBP1
KPNA1,NUP153
KPNA1,NUP50
KPNA1,PHAX
KPNA1,RNMT
KPNA1,TADA2B
KPNA1,TCERG1
KPNA1,ZNF148
KPNA2,CHD8
KPNA2,HNRNPU
KPNA2,KIF22
KPNA2,KIFC1
KPNA2,KPNB1
KPNA2,NCBP1
KPNA2,NUP153
KPNA2,NUP50
KPNA2,PHAX
KPNA2,POM121
KPNA2,POM121C
KPNA2,RNMT
KPNA2,SMARCB1
KPNA2,SMARCE1
KPNA2,SRRT
KPNA2,TNPO1
KPNA3,KIF22
KPNA3,KPNB1
KPNA3,NCBP1
KPNA3,PHAX
KPNA3,POM121
KPNA3,POM121C
KPNA3,RANBP2
KPNA4,BCOR
KPNA4,C11ORF31;SELH
KPNA4,CCAR1
KPNA4,CHD4
KPNA4,CHD8
KPNA4,GATAD2B
KPNA4,GTF2I
KPNA4,KIF20B
KPNA4,KIF22
KPNA4,KPNA3
KPNA4,KPNB1
KPNA4,MBD3
KPNA4,MECP2
KPNA4,MED26
KPNA4,MNAT1
KPNA4,MTA1
KPNA4,MTA2
KPNA4,NCBP1
KPNA4,NOLC1
KPNA4,NUP153
KPNA4,NUP50
KPNA4,PHAX
KPNA4,POM121
KPNA4,POM121C
KPNA4,PPP2R2A;PPP2R2D
KPNA4,PSME3
KPNA4,RAI1
KPNA4,RAN
KPNA4,RANBP2
KPNA4,RANGAP1
KPNA4,RBBP4
KPNA4,RCC1
KPNA4,RGPD3;RGPD4
KPNA4,RIF1
KPNA4,RNGTT
KPNA4,RNMT
KPNA4,SET
KPNA4,SMARCB1
KPNA4,SMARCC1
KPNA4,SMARCE1
KPNA4,SUMO1
KPNA4,TEFM
KPNA4,TNPO1
KPNA4,UBE2I
KPNA4,ZC3H11A
KPNA6,ALKBH5
KPNA6,ANP32A
KPNA6,ANP32B
KPNA6,ANP32E
KPNA6,CACUL1
KPNA6,CHD8
KPNA6,FAM103A1
KPNA6,KLHL7
KPNA6,KPNA1
KPNA6,KPNB1
KPNA6,NCBP1
KPNA6,NUP153
KPNA6,NUP50
KPNA6,RNMT
KPNA6,TADA2B
KPNB1,BRD7
KPNB1,C12ORF45
KPNB1,CDCA2
KPNB1,DLGAP5
KPNB1,H1FX
KPNB1,HNRNPU
KPNB1,HNRNPUL2-BSCL2;HNRNPUL2
KPNB1,IPO7
KPNB1,KIF18B
KPNB1,KIF20B
KPNB1,KIF22
KPNB1,KIFC1
KPNB1,KPNA1
KPNB1,KPNA2
KPNB1,KPNA3
KPNB1,KPNA4
KPNB1,KPNA5
KPNB1,KPNA6
KPNB1,LARP7
KPNB1,NCBP1
KPNB1,NET1
KPNB1,NOLC1
KPNB1,NUMA1
KPNB1,NUP153
KPNB1,NUP214
KPNB1,NUP50
KPNB1,NUP93
KPNB1,NUSAP1
KPNB1,PHAX
KPNB1,PHF10
KPNB1,POM121
KPNB1,POM121C
KPNB1,RAN
KPNB1,RANBP1
KPNB1,RANBP2
KPNB1,RANGAP1
KPNB1,RCC1
KPNB1,RNGTT
KPNB1,RNMT
KPNB1,SMARCB1
KPNB1,SMARCC2
KPNB1,SMARCE1
KPNB1,SUMO1
KPNB1,TNPO1
KPNB1,TNPO2
KPNB1,TSR1
KPNB1,UBE2I
KPNB1,USP1
KPNB1,WDR48
KRAS,ACTR2
KRAS,APPL1
KRAS,ARL1
KRAS,ARPC1A
KRAS,ARPC1B
KRAS,BAIAP2
KRAS,GGCT
KRAS,KIAA0430
KRAS,MARK2
KRAS,NRAS;HRAS
KRAS,TRAPPC4
KRAS,TRAPPC8
KRAS,YWHAB
KRAS,YWHAE
KRAS,YWHAG
KRAS,YWHAH
KRAS,YWHAQ
KRAS,YWHAZ
KRT18,DSP
KRT18,EPPK1
KRT18,MAP1B
KRT18,YWHAG
KRTCAP2,DDOST
KRTCAP2,DSG2
KRTCAP2,FKBP8
KRTCAP2,KAT6A;MYST3
KRTCAP2,MLEC
KRTCAP2,OSTC
KRTCAP2,PGRMC1
KRTCAP2,PICALM
KRTCAP2,PLAGL1;DKFZP781P1017
KRTCAP2,POR
KRTCAP2,RAB2A
KRTCAP2,RPN1
KRTCAP2,RPN2
KRTCAP2,STT3A
KRTCAP2,TIA1
KRTCAP2,TMEM43
KRTCAP2,TMPO
KRTCAP2,TMX1
KRTCAP2,VAPA
KRTCAP2,VRK2
LAMP1,ACP2
LAMP1,ARFGAP1
LAMP1,ARL8A
LAMP1,ARL8B
LAMP1,ATP6V0D1
LAMP1,ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1
LAMP1,BNIP1
LAMP1,DCD
LAMP1,DCTN5
LAMP1,DNAJC8
LAMP1,DRAM2
LAMP1,ENPP4
LAMP1,EPN1
LAMP1,GNB1
LAMP1,GPR137
LAMP1,HEXB
LAMP1,KIAA1524
LAMP1,LAMTOR1
LAMP1,LAMTOR2
LAMP1,LAMTOR3
LAMP1,LAMTOR5
LAMP1,MECR
LAMP1,NAN
LAMP1,NPC1
LAMP1,PARS2
LAMP1,PHKA2
LAMP1,PI4K2A
LAMP1,PRKRA
LAMP1,PTTG1IP
LAMP1,RAB11A;RAB11B
LAMP1,RAB14
LAMP1,RAB1B
LAMP1,RAB21
LAMP1,RAB2A
LAMP1,RAB7A
LAMP1,RETSAT
LAMP1,RNF167
LAMP1,SCAMP3
LAMP1,SCARB2
LAMP1,SHKBP1
LAMP1,SLC18B1
LAMP1,SLC2A8
LAMP1,SLC35F6
LAMP1,SNAP29
LAMP1,STARD3
LAMP1,STX12
LAMP1,STX7
LAMP1,STX8
LAMP1,TFRC
LAMP1,TMEM184C
LAMP1,TMEM192
LAMP1,TMEM55B
LAMP1,VAMP3;VAMP2
LAMP1,VAMP7
LAMP1,VTI1B
LAMP2,LAMTOR1
LAMP2,MSN
LAMP2,TMEM192
LAMTOR2,ARL8B
LAMTOR2,ATP6V0A1
LAMTOR2,ATP6V0D1
LAMTOR2,ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1
LAMTOR2,BLOC1S1
LAMTOR2,BLOC1S2
LAMTOR2,C10ORF32-ASMT;C10ORF32
LAMTOR2,LAMTOR1
LAMTOR2,LAMTOR3
LAMTOR2,LAMTOR5
LAMTOR2,LOH12CR1
LAMTOR2,RAB14
LAMTOR2,RAB2A
LAMTOR2,RAB7A
LAMTOR2,SCAMP3
LAMTOR2,SLC18B1
LAMTOR2,STX12
LAMTOR2,TMEM184C
LAMTOR2,TMEM192
LAMTOR2,VAMP3;VAMP2
LAMTOR2,WHSC1L1
LARP7,CCNT1
LARP7,CCNT2
LARP7,CDK9
LARP7,HEXIM1
LARP7,MEPCE
LBR,C1QBP
LDHA,LDHC
LDHA,PSMB7
LDHA,RAB21
LDHA,REPS1
LDHA,TAOK1
LDHB,ARHGEF12
LDHB,CTSD
LDHB,LDHA
LDHB,LDHC
LDHB,PML
LDHB,PSMB7
LDHB,REPS1
LEMD3,TMPO
LGALS1,ACADM
LGALS1,LSM14B
LGALS1,NDUFA3
LGALS1,PPIF
LGALS1,TRAP1
LIG1,UBE3B
LIMK2,CDC37
LMAN1,MCFD2
LMAN1,RMDN3
LMAN1,VPS13C
LMNA,AKR1B1
LMNA,ARF5
LMNA,ARHGDIA
LMNA,BANF1
LMNA,BRF1
LMNA,CALR
LMNA,CDK11A
LMNA,CDV3
LMNA,CFL1
LMNA,CHORDC1
LMNA,CKB
LMNA,CLIC1
LMNA,COPS2
LMNA,CSNK2A2
LMNA,DNAJC8
LMNA,EEF1D
LMNA,ERP29
LMNA,GAPDH
LMNA,GDI2
LMNA,GSTP1
LMNA,HSPD1
LMNA,KIAA0430
LMNA,KPNA6
LMNA,LMNB1
LMNA,LMNB2
LMNA,MAP1B
LMNA,MARCKSL1
LMNA,MDH1
LMNA,NASP
LMNA,PGAM1
LMNA,PGK1
LMNA,PPA1
LMNA,PPIL3
LMNA,PRDX6
LMNA,PSMA7
LMNA,RAN
LMNA,RANBP1
LMNA,RRP8
LMNA,STMN1
LMNA,TMSB10
LMNA,TXNDC17
LMNB1,AGK
LMNB1,ALDH1B1
LMNB1,APOBEC3C
LMNB1,AQR
LMNB1,ARHGAP21
LMNB1,ATAD1
LMNB1,ATRX
LMNB1,BANF1
LMNB1,BCAS2
LMNB1,BCLAF1
LMNB1,BMS1
LMNB1,C1ORF131
LMNB1,CBX5
LMNB1,CCP110
LMNB1,CCT6B
LMNB1,CDK11A
LMNB1,CHCHD3
LMNB1,CIRH1A
LMNB1,COX5A
LMNB1,CPSF7
LMNB1,CRNKL1
LMNB1,CSE1L
LMNB1,DDX10
LMNB1,DDX18
LMNB1,DDX21
LMNB1,DDX23
LMNB1,DDX39B
LMNB1,DDX49
LMNB1,DDX50
LMNB1,DKC1
LMNB1,DLG1
LMNB1,DNAJB1
LMNB1,ERH
LMNB1,FAM136A
LMNB1,FAM162A
LMNB1,GCC2
LMNB1,GTPBP4
LMNB1,H2AFY
LMNB1,H2AFY2
LMNB1,HIST1H1C
LMNB1,HIST1H1D
LMNB1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
LMNB1,HIST1H4A
LMNB1,HIST2H2AC;HIST2H2AA3
LMNB1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
LMNB1,HNRNPA3
LMNB1,HNRNPH3
LMNB1,HNRNPL
LMNB1,ISY1
LMNB1,KIAA0020
LMNB1,KPNA1
LMNB1,KPNA2
LMNB1,KPNA6
LMNB1,KPNB1
LMNB1,LAS1L
LMNB1,LBR
LMNB1,LMNA
LMNB1,LMNB2
LMNB1,MAGED1
LMNB1,MAGOH;MAGOHB
LMNB1,MCM8
LMNB1,MDH1
LMNB1,MYBBP1A
LMNB1,NAT10
LMNB1,NDC1
LMNB1,NDUFA3
LMNB1,NDUFAF2
LMNB1,NDUFB9
LMNB1,NDUFS1
LMNB1,NHP2L1
LMNB1,NIP7
LMNB1,NIPBL
LMNB1,NOP14
LMNB1,NOP2
LMNB1,NOP58
LMNB1,NPM1
LMNB1,NSA2
LMNB1,NUP153
LMNB1,NUP160
LMNB1,NUP50
LMNB1,NUP93
LMNB1,PES1
LMNB1,PHB2
LMNB1,PINX1
LMNB1,POLR2I
LMNB1,PRPF8
LMNB1,RALY
LMNB1,RAN
LMNB1,RANBP1
LMNB1,RANBP2
LMNB1,RANGAP1
LMNB1,RBM25
LMNB1,RBM8A
LMNB1,RCC1
LMNB1,RCL1
LMNB1,RNPS1
LMNB1,RPF1
LMNB1,RPL36A;RPL36A-HNRNPH2;RPL36AL
LMNB1,RPS29
LMNB1,RRP1
LMNB1,RRP36
LMNB1,RRP8
LMNB1,RSL1D1
LMNB1,RSL24D1
LMNB1,S100A7
LMNB1,SAP18
LMNB1,SF3B6
LMNB1,SFXN1
LMNB1,SLTM
LMNB1,SNRNP200
LMNB1,SNRNP40;DKFZP434D199
LMNB1,SNW1
LMNB1,SREK1
LMNB1,SRRM2
LMNB1,STAU1
LMNB1,SUDS3
LMNB1,SUPT5H
LMNB1,TAF15
LMNB1,THOC2
LMNB1,THOC7
LMNB1,THRAP3
LMNB1,UBE3B
LMNB1,USP10
LMNB1,UTP20
LMNB1,VIM
LMNB1,WBP11
LMNB1,WDR18
LMNB1,ZC3H14
LMNB1,ZC3H18
LNPK,FOXG1
LNPK,LNP
LPCAT1,ACBD4
LPCAT1,GLB1
LRP6,EDF1
LSM14A,ANGEL1
LSM14A,C1QBP
LSM14A,DAP3
LSM14A,DDX6
LSM14A,EIF4E
LSM14A,EIF4ENIF1
LSM14A,GADD45GIP1
LSM14A,HNRNPA1;HNRNPA1L2
LSM14A,HNRNPA3
LSM14A,HNRNPAB
LSM14A,HNRNPL
LSM14A,HNRNPR
LSM14A,HNRNPU
LSM14A,IGF2BP3
LSM14A,ILF3
LSM14A,LBR
LSM14A,LSM1
LSM14A,LSM14B
LSM14A,MRPL1
LSM14A,MRPL12
LSM14A,MRPL14
LSM14A,MRPL20
LSM14A,MRPL42
LSM14A,MRPL48
LSM14A,MRPL53
LSM14A,MRPS22
LSM14A,MRPS27
LSM14A,MRPS30
LSM14A,MRPS7
LSM14A,PRMT1
LSM14A,SYNCRIP
LSM14A,TCERG1
LSM14A,VDAC3
LSM14A,YBX1
LSM14A,ZFR
LSM14B,C1QBP
LSM14B,CLPX
LSM14B,CSDE1
LSM14B,DDX6
LSM14B,EIF4ENIF1
LSM14B,LBR
LSM14B,LSM14A
LSM14B,POLDIP2
LSM14B,YBX1
LSS,DHX15
LSS,HMGCS1
LSS,RAB12
LSS,SAFB2
LTV1,BYSL
LTV1,DDX10
LTV1,NOB1
LTV1,NOP14
LTV1,PNO1
LTV1,TSR1
LZTS2,BMS1
LZTS2,LZTS1
LZTS2,RANGAP1
LZTS2,TPR
MAN1A2,UBE3B
MAP1LC3B,ATG3
MAP1LC3B,FYCO1
MAP1LC3B,MAP1A
MAP1LC3B,MAP1B
MAP1LC3B,MAP1LC3B;MAP1LC3B2;MAP1LC3A
MAP1LC3B,STK4
MAP2K1,ARAF
MAP2K1,BRAF
MAP2K1,HEXB
MAP2K1,KSR1
MAP2K1,MAP2K2
MAP2K1,MXRA7
MAP2K1,RAF1
MAP2K1,YWHAB
MAP2K1,YWHAE
MAP2K1,YWHAG
MAP2K1,YWHAH
MAP2K1,YWHAQ
MAP2K1,YWHAZ
MAP2K2,ARAF
MAP2K2,KSR1
MAP2K2,RAF1
MAP2K2,YWHAB
MAP2K2,YWHAE
MAP2K2,YWHAG
MAP2K2,YWHAH
MAP2K2,YWHAQ
MAP2K2,YWHAZ
MAP2K7,ANAPC11
MAP2K7,MOCS2
MAP2K7,PDLIM7
MAP3K7,TAB1
MAP3K7,TAB2
MAP3K7,TAB3
MAP4,BCKDK
MAP4,BLM
MAP4,CAPN1
MAP4,CAPNS1
MAP4,CCP110
MAP4,CEP131
MAP4,CEP170
MAP4,CKAP2
MAP4,CKAP2L
MAP4,EIF3C;EIF3CL
MAP4,FAM83D
MAP4,HERC2
MAP4,HNRNPC
MAP4,HSPA5
MAP4,ILF3
MAP4,KIF22
MAP4,KIF2A
MAP4,KIF2C
MAP4,MAP7D1
MAP4,MAPK6
MAP4,MAPKBP1
MAP4,MCM10
MAP4,MYCBP2
MAP4,NEURL4
MAP4,PABPN1
MAP4,PDZD11
MAP4,PEO1
MAP4,PFDN5
MAP4,PLEKHA5
MAP4,PRKDC
MAP4,RAD52
MAP4,RAE1
MAP4,RALY
MAP4,RPL28
MAP4,SLAIN1
MAP4,SLTM
MAP4,SPAG5
MAP4,SPRYD3
MAP4,SSBP1
MAP4,TACC2
MAP4,TBCD
MAP4,TUBA1B
MAP4,VBP1
MAP4,WDR62
MAP4K4,ARHGAP21
MAP4K4,CBX3
MAP4K4,CTTNBP2NL
MAP4K4,DENND4A
MAP4K4,H1FX
MAP4K4,H2AFZ;H2AFV
MAP4K4,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
MAP4K4,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
MAP4K4,HIST1H4A
MAP4K4,HIST2H2AA3;HIST2H2AC
MAP4K4,HIST2H3A
MAP4K4,HIST3H2BB
MAP4K4,NUMA1
MAP4K4,PARP1
MAP4K4,PPP2R1A
MAP4K4,RPS27A;UBC;UBB;UBA52
MAP4K4,RSBN1L
MAP4K4,SMARCA1
MAP4K4,SMARCA5
MAP4K4,STRIP1
MAP4K4,STRN
MAP4K4,STRN3
MAP4K4,STRN4
MAP4K4,TOP2A
MAPK1,PHF14
MAPK1,RAI1
MAPK1,RPS6KA2
MAPK1,TCF20
MAPK14,MAPKAPK2
MAPK14,MAPKAPK3
MAPK7,PRRC2C
MAPK8,MAP2K4
MAPK8,PHKG2
MAPK8,WDR62
MAPK9,MAP2K4
MAPK9,MAPK8
MAPKAPK2,MAPK11
MAPKAPK2,MAPK14
MAPKAPK3,DIEXF
MAPKAPK3,MAPK11
MAPKAPK3,MAPK14
MAPRE1,07/03/2021 0:00
MAPRE1,ACTR10
MAPRE1,ACTR1A
MAPRE1,ACTR1B
MAPRE1,ACTR2
MAPRE1,ACTR3
MAPRE1,AKAP9
MAPRE1,ALDH3A2
MAPRE1,APC
MAPRE1,ARPC2
MAPRE1,ARPC4-TTLL3;ARPC4
MAPRE1,ARPC5
MAPRE1,BAG2
MAPRE1,BAZ1B
MAPRE1,BICD1
MAPRE1,BICD2
MAPRE1,BRD1;BRPF3
MAPRE1,BSG
MAPRE1,C12ORF43
MAPRE1,C17ORF62
MAPRE1,C7ORF50
MAPRE1,CAPRIN1
MAPRE1,CAPZA1
MAPRE1,CAPZA2
MAPRE1,CAPZB
MAPRE1,CASC3
MAPRE1,CCDC101
MAPRE1,CCDC124
MAPRE1,CCDC138
MAPRE1,CCDC88A
MAPRE1,CCSER2
MAPRE1,CDK5RAP2
MAPRE1,CDK5RAP3
MAPRE1,CENPE
MAPRE1,CENPK
MAPRE1,CEP131
MAPRE1,CEP135
MAPRE1,CEP170
MAPRE1,CEP250
MAPRE1,CEP350
MAPRE1,CEP55
MAPRE1,CEP97
MAPRE1,CHRM5
MAPRE1,CKAP2
MAPRE1,CKAP5
MAPRE1,CLASP1
MAPRE1,CLASP2
MAPRE1,CLIP1
MAPRE1,CLIP2
MAPRE1,CMSS1
MAPRE1,CNOT1
MAPRE1,CNOT10
MAPRE1,CSPP1
MAPRE1,CSPP1
MAPRE1,CTNNB1
MAPRE1,DCTN1;DKFZP686E0752
MAPRE1,DCTN2
MAPRE1,DCTN2
MAPRE1,DCTN3
MAPRE1,DCTN4
MAPRE1,DCTN5
MAPRE1,DCTN6
MAPRE1,DDX18
MAPRE1,DDX21
MAPRE1,DDX50
MAPRE1,DHX36
MAPRE1,DKC1
MAPRE1,DRG1
MAPRE1,DST
MAPRE1,DST
MAPRE1,DYNC1H1
MAPRE1,DYNC1I2
MAPRE1,DYNC1I2
MAPRE1,DYNC1LI1
MAPRE1,DYNC1LI2
MAPRE1,DYNLL1
MAPRE1,DYNLRB1
MAPRE1,DYNLT1
MAPRE1,DYNLT3
MAPRE1,EDF1
MAPRE1,EEF1G
MAPRE1,EIF2S2
MAPRE1,EIF3A
MAPRE1,EIF3M
MAPRE1,EIF4A3
MAPRE1,EIF4B
MAPRE1,EIF4G1
MAPRE1,EIF5B
MAPRE1,ERC1
MAPRE1,ERCC6
MAPRE1,EZH2
MAPRE1,FAM160B1
MAPRE1,FAU
MAPRE1,FGFR1OP
MAPRE1,FLNB
MAPRE1,FMR1
MAPRE1,FXR1
MAPRE1,GCC2
MAPRE1,GIGYF2
MAPRE1,GPR137
MAPRE1,GTPBP4
MAPRE1,GTSE1
MAPRE1,H1F0
MAPRE1,H2AFY
MAPRE1,HERC2
MAPRE1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
MAPRE1,HIST2H2AB
MAPRE1,HIST2H2AC;HIST2H2AA3
MAPRE1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
MAPRE1,HNRNPUL2-BSCL2;HNRNPUL2
MAPRE1,HOOK1
MAPRE1,HOOK2
MAPRE1,HOOK3
MAPRE1,HP1BP3
MAPRE1,HSPA5
MAPRE1,ISY1
MAPRE1,JAKMIP1
MAPRE1,JUN
MAPRE1,KIAA1217
MAPRE1,KIAA1279
MAPRE1,KIF18B
MAPRE1,KIF1A
MAPRE1,KIF23
MAPRE1,KIF2A
MAPRE1,KIF2C
MAPRE1,KNSTRN
MAPRE1,KPNA3
MAPRE1,KPNA4
MAPRE1,KPNB1
MAPRE1,KTN1
MAPRE1,LARP1
MAPRE1,LARP4
MAPRE1,LMNB2
MAPRE1,MACF1
MAPRE1,MACF1
MAPRE1,MAGOH;MAGOHB
MAPRE1,MAP1B
MAPRE1,MAPRE2
MAPRE1,MAPRE3
MAPRE1,MAPRE3
MAPRE1,MCM6
MAPRE1,MED26
MAPRE1,MIB1
MAPRE1,MRPS7
MAPRE1,MTPAP
MAPRE1,MTX2
MAPRE1,MYCBP
MAPRE1,NAN
MAPRE1,NAV1
MAPRE1,NCKAP5L
MAPRE1,NDC1
MAPRE1,NDE1
MAPRE1,NDEL1
MAPRE1,NEFM
MAPRE1,NHP2L1
MAPRE1,NIN
MAPRE1,NSUN2
MAPRE1,NUMA1
MAPRE1,NUP107
MAPRE1,NUP133
MAPRE1,NUP153
MAPRE1,NUP155
MAPRE1,NUP160
MAPRE1,NUP205
MAPRE1,NUP210
MAPRE1,NUP214
MAPRE1,NUP35
MAPRE1,NUP37
MAPRE1,NUP43
MAPRE1,NUP50
MAPRE1,NUP54
MAPRE1,NUP62
MAPRE1,NUP85
MAPRE1,NUP88
MAPRE1,NUP93
MAPRE1,NUP98
MAPRE1,NUPL1
MAPRE1,NUPL2
MAPRE1,NXF1
MAPRE1,PA2G4
MAPRE1,PABPC1;PABPC3
MAPRE1,PABPC4
MAPRE1,PAFAH1B1
MAPRE1,PCM1
MAPRE1,PCNT
MAPRE1,PDE4DIP
MAPRE1,PIBF1
MAPRE1,POM121B;POM121;POM121C
MAPRE1,PPIG
MAPRE1,PPIL3
MAPRE1,PPP1CA
MAPRE1,PPP1CB
MAPRE1,PPP1R12A
MAPRE1,PPP1R13L
MAPRE1,PPP1R9B
MAPRE1,PRKACA;PRKACB;KIN27
MAPRE1,PRKAR2A
MAPRE1,PRKAR2B
MAPRE1,PRRC2B
MAPRE1,PRRC2C
MAPRE1,PSMD12
MAPRE1,PSMD6
MAPRE1,PSRC1
MAPRE1,QARS
MAPRE1,QDPR
MAPRE1,RAB11FIP3
MAPRE1,RAE1
MAPRE1,RALBP1
MAPRE1,RANBP2
MAPRE1,RANGAP1
MAPRE1,RASEF
MAPRE1,RBM8A
MAPRE1,RCC1
MAPRE1,REPS1
MAPRE1,RGPD5
MAPRE1,RNMTL1
MAPRE1,RNPS1
MAPRE1,RPL10A
MAPRE1,RPL35
MAPRE1,RPL7
MAPRE1,RPLP1
MAPRE1,RPS25
MAPRE1,RPS27L
MAPRE1,RPS29
MAPRE1,RPS6
MAPRE1,RRBP1
MAPRE1,RRP15
MAPRE1,SAP18
MAPRE1,SCAMP1
MAPRE1,SCOC
MAPRE1,SEC61G
MAPRE1,SLAIN1
MAPRE1,SLAIN2
MAPRE1,SMPD4
MAPRE1,SNRNP40;DKFZP434D199
MAPRE1,SPAG5
MAPRE1,SPATA5
MAPRE1,SPDL1
MAPRE1,SPECC1
MAPRE1,SPECC1L;SPECC1L-ADORA2A
MAPRE1,SPTAN1
MAPRE1,SPTBN1
MAPRE1,SRP54
MAPRE1,SRP68
MAPRE1,SRRM2
MAPRE1,SSBP1
MAPRE1,SSR3
MAPRE1,STIM1
MAPRE1,SUMO1
MAPRE1,SUZ12
MAPRE1,SYBU
MAPRE1,TACC1
MAPRE1,TAOK2
MAPRE1,TEX10
MAPRE1,TMCC1;DKFZP686H13261
MAPRE1,TMEM184C
MAPRE1,TRIO
MAPRE1,TTBK2
MAPRE1,UBE2I
MAPRE1,USP10
MAPRE1,UTP14A
MAPRE1,VDAC1
MAPRE1,VDAC3
MAPRE1,VEZT
MAPRE1,VIM
MAPRE1,WDR62
MAPRE1,XPO1
MAPRE1,ZC3H14
MAPRE1,ZC3H15
MAPRE1,ZNF598
MARK2,CCDC9
MARK2,JAKMIP1
MARK2,MARK3
MARK2,PRPF40A
MARK2,RBM25
MARK2,UTRN
MARK2,YWHAB
MARK2,YWHAE
MARK2,YWHAG
MARK2,YWHAH
MARK2,YWHAQ
MARK2,YWHAZ
MARK3,UTRN
MARK3,YWHAB
MARK3,YWHAE
MARK3,YWHAG
MARK3,YWHAH
MARK3,YWHAQ
MARK3,YWHAZ
MARK3,ZNF14
MARK4,MARK3
MARK4,PRPF40A
MARK4,RBM25
MBNL1,ESD
MBNL1,FAM50A
MBNL1,MANF
MBNL1,SAP30
MBOAT7,LBR
MBOAT7,SGPL1
MCM10,EMC8
MCM10,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
MCM10,HIST1H4A
MCM10,HIST2H2AA3;HIST2H2AC
MCM10,MCM6
MCM10,PRAF2
MCOLN1,C6ORF106
MCOLN1,MCOLN2
MDH1,NFKBIA
MECP2,BAZ1A
MECP2,CHRAC1
MECP2,MAPK1
MED10,CCNC
MED10,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
MED10,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
MED10,IXL;MED29
MED10,MED1
MED10,MED12;TNRC11
MED10,MED13
MED10,MED13L
MED10,MED14
MED10,MED16
MED10,MED17
MED10,MED18
MED10,MED20
MED10,MED21
MED10,MED22
MED10,MED23
MED10,MED24
MED10,MED25
MED10,MED26
MED10,MED27
MED10,MED28
MED10,MED30
MED10,MED31
MED10,MED4
MED10,MED6
MED10,MED7
MED10,MED8
MED10,MED9
MED10,POLR2A
MED10,POLR2B
MED10,POLR2C
MED10,POLR2D
MED10,POLR2E
MED10,TOP2A
MED11,CCNC
MED11,CDK19
MED11,CDK8
MED11,CTDP1
MED11,GTF2B
MED11,IXL;MED29
MED11,JMJD6
MED11,MED1
MED11,MED10
MED11,MED12;TNRC11
MED11,MED12L
MED11,MED13
MED11,MED13L
MED11,MED14
MED11,MED15
MED11,MED16
MED11,MED17
MED11,MED18
MED11,MED19
MED11,MED20
MED11,MED21
MED11,MED22
MED11,MED23
MED11,MED24
MED11,MED25
MED11,MED26
MED11,MED27
MED11,MED28
MED11,MED30
MED11,MED31
MED11,MED4
MED11,MED6
MED11,MED7
MED11,MED8
MED11,MED9
