target_gene_name,interactor_gene_name
CSNK2A2,RPLP1
CSNK2A2,RPS10;RPS10-NUDT3
CSNK2A2,RPS12
CSNK2A2,RPS16
CSNK2A2,RPS18
CSNK2A2,RPS19
CSNK2A2,RPS20
CSNK2A2,RPS25
CSNK2A2,RPS28
CSNK2A2,RPS3
CSNK2A2,RPS3A
CSNK2A2,RPS4X
CSNK2A2,RPS5
CSNK2A2,RPS6
CSNK2A2,RPS8
CSNK2A2,RPSA
CSNK2A2,RUVBL1
CSNK2A2,RUVBL2
CSNK2A2,RYBP
CSNK2A2,S100A7
CSNK2A2,SAP30
CSNK2A2,SART3
CSNK2A2,SBF1
CSNK2A2,SCARB2
CSNK2A2,SERBP1
CSNK2A2,SF3B2
CSNK2A2,SF3B4
CSNK2A2,SGOL2
CSNK2A2,SH3GL3
CSNK2A2,SIMC1
CSNK2A2,SIN3A
CSNK2A2,SKP1
CSNK2A2,SMG7
CSNK2A2,SNAP29
CSNK2A2,SNAPC4
CSNK2A2,SPG20
CSNK2A2,SSBP1
CSNK2A2,STIP1
CSNK2A2,STRAP
CSNK2A2,STRIP1
CSNK2A2,STRN4
CSNK2A2,STT3A
CSNK2A2,SUDS3
CSNK2A2,SUPT5H
CSNK2A2,TANK
CSNK2A2,TBKBP1
CSNK2A2,TCEB3
CSNK2A2,TCF20
CSNK2A2,TP53
CSNK2A2,TRAF2
CSNK2A2,TRIM28
CSNK2A2,TRIP4
CSNK2A2,TRMT1L
CSNK2A2,TRRAP
CSNK2A2,TSR1
CSNK2A2,TUBB
CSNK2A2,VPS72
CSNK2A2,VPS9D1
CSNK2A2,VWA8
CSNK2A2,WDR12
CSNK2A2,WDR18
CSNK2A2,WDR5
CSNK2A2,WDR77
CSNK2A2,WDR92;DKFZP434B156
CSNK2A2,YAF2
CSNK2A2,YARS2
CSNK2A2,YBX3
CSNK2A2,YWHAB
CSNK2A2,YWHAE
CSNK2A2,YWHAG
CSNK2A2,YWHAH
CSNK2A2,YWHAZ
CSNK2A2,ZAK
CSNK2A2,ZBTB10
CSNK2A2,ZCCHC11
CSNK2A2,ZEB2
CSNK2A2,ZMPSTE24
CSNK2A2,ZMYND8
CSNK2A2,ZNF281
CSNK2A2,ZNF687
CSNK2B,ABT1
CSNK2B,ACTL6A
CSNK2B,ADNP
CSNK2B,AFAP1
CSNK2B,ANKRD11
CSNK2B,ARFGEF2
CSNK2B,ARGLU1
CSNK2B,ATAD2
CSNK2B,ATAD2B
CSNK2B,ATRX
CSNK2B,AUTS2
CSNK2B,BAZ2B
CSNK2B,BCLAF1
CSNK2B,BCR
CSNK2B,BMS1
CSNK2B,BRD2
CSNK2B,BRPF1
CSNK2B,C11ORF57
CSNK2B,C18ORF25
CSNK2B,C5ORF34
CSNK2B,CACTIN
CSNK2B,CBX2
CSNK2B,CBX4
CSNK2B,CBX8
CSNK2B,CCDC82
CSNK2B,CCNE1
CSNK2B,CCNL1
CSNK2B,CCNL2
CSNK2B,CDK11A
CSNK2B,CDK11B
CSNK2B,CDYL
CSNK2B,CENPB
CSNK2B,CEP170
CSNK2B,CERS2
CSNK2B,CFAP97
CSNK2B,CHD4
CSNK2B,CHD8
CSNK2B,CHERP
CSNK2B,CLSPN
CSNK2B,CPNE3
CSNK2B,CREBBP
CSNK2B,CSNK2A1
CSNK2B,CSNK2A1;CSNK2A3
CSNK2B,CSNK2A2
CSNK2B,CTBP1
CSNK2B,CTBP2
CSNK2B,CTR9
CSNK2B,CWF19L2
CSNK2B,DAXX
CSNK2B,DCAF7
CSNK2B,DCAF8
CSNK2B,DDX10
CSNK2B,DDX24
CSNK2B,DDX54
CSNK2B,DEK
CSNK2B,DIDO1
CSNK2B,EFCAB14
CSNK2B,EHMT1
CSNK2B,EHMT2
CSNK2B,EIF3C;EIF3CL
CSNK2B,EIF3D
CSNK2B,EIF3E
CSNK2B,EIF3J
CSNK2B,EMD
CSNK2B,EP300
CSNK2B,EP400
CSNK2B,EPC2
CSNK2B,ERH
CSNK2B,ERICH1
CSNK2B,ESF1
CSNK2B,FAM60A
CSNK2B,FBRS
CSNK2B,FTSJ3
CSNK2B,GATAD2A
CSNK2B,GATAD2B
CSNK2B,GNL1
CSNK2B,GPATCH2
CSNK2B,GPATCH2L
CSNK2B,GTF3C5
CSNK2B,HCFC1
CSNK2B,HEXIM1
CSNK2B,HEXIM2
CSNK2B,HIRIP3
CSNK2B,ING3
CSNK2B,ING5
CSNK2B,INO80E
CSNK2B,ITPR3
CSNK2B,JADE1
CSNK2B,JADE3
CSNK2B,KAT6A;MYST3
CSNK2B,KAT7
CSNK2B,KDM1A
CSNK2B,KMT2A
CSNK2B,L3MBTL3
CSNK2B,LEMD2
CSNK2B,LEO1
CSNK2B,LRRC59
CSNK2B,LYST
CSNK2B,MADD
CSNK2B,MBD3
CSNK2B,MEAF6
CSNK2B,MICAL3
CSNK2B,MPHOSPH10
CSNK2B,MTA1
CSNK2B,MTA2
CSNK2B,NFRKB
CSNK2B,NKAP
CSNK2B,NMT2
CSNK2B,NOP14
CSNK2B,NUSAP1
CSNK2B,OBSL1
CSNK2B,OSBPL8
CSNK2B,PAF1
CSNK2B,PCGF3
CSNK2B,PCGF5
CSNK2B,PGBD3;ERCC6
CSNK2B,PHF2
CSNK2B,PHF8
CSNK2B,POGZ
CSNK2B,POLR2A
CSNK2B,POLR2E
CSNK2B,PPAN;PPAN-P2RY11
CSNK2B,RBBP4
CSNK2B,RBM17
CSNK2B,RBMX2
CSNK2B,RFWD3
CSNK2B,RING1
CSNK2B,RIOK1
CSNK2B,RNF111
CSNK2B,RNF2
CSNK2B,RRP15
CSNK2B,RRP1B
CSNK2B,RSRC1
CSNK2B,RYBP
CSNK2B,SAP30BP
CSNK2B,SEC61G
CSNK2B,SF3B2
CSNK2B,SGPL1
CSNK2B,SKIV2L2
CSNK2B,SMARCA5
CSNK2B,SMG6
CSNK2B,SNAPC4
CSNK2B,SNX9
CSNK2B,SRSF6
CSNK2B,SSRP1
CSNK2B,SUB1
CSNK2B,SUDS3
CSNK2B,SUPT16H
CSNK2B,TAF1D
CSNK2B,TFIP11
CSNK2B,THRAP3
CSNK2B,TMPO
CSNK2B,TMX1
CSNK2B,TOP2B
CSNK2B,TSPYL1
CSNK2B,U2SURP
CSNK2B,UBE2O
CSNK2B,UBQLN4
CSNK2B,UCHL5
CSNK2B,USP45
CSNK2B,UTP3
CSNK2B,VAMP4
CSNK2B,WDR5
CSNK2B,WDR76
CSNK2B,WDR82
CSNK2B,WIZ
CSNK2B,XPC
CSNK2B,YAF2
CSNK2B,YTHDC1
CSNK2B,ZBTB10
CSNK2B,ZC3H4
CSNK2B,ZEB2
CSNK2B,ZFP91-CNTF;ZFP91
CSNK2B,ZHX1
CSNK2B,ZHX2
CSNK2B,ZHX3
CSNK2B,ZMYM4
CSNK2B,ZNF516
CSNK2B,ZNF644
CSNK2B,ZNF687
CTBP1,CREB5
CTBP1,CSNK2A1;CSNK2A3
CTBP1,CTBP2
CTBP1,HIC2
CTBP1,KDM1A
CTBP1,LCOR
CTBP1,RBBP4
CTBP1,RCOR1
CTBP1,SLC35F2
CTBP1,TRPS1
CTBP1,WIZ
CTBP1,ZEB1
CTBP1,ZEB2
CTBP1,ZNF217
CTBP1,ZNF516
CTBP2,CREBBP
CTBP2,CSNK2A1;CSNK2A3
CTBP2,CTBP1
CTBP2,DCAF7
CTBP2,EP300
CTBP2,GATAD2B
CTBP2,HIC2
CTBP2,KDM1A
CTBP2,LCOR
CTBP2,MBD3
CTBP2,MTA1
CTBP2,NOL4L
CTBP2,RBBP4
CTBP2,RCOR1
CTBP2,SLC35F2
CTBP2,TRPS1
CTBP2,WIZ
CTBP2,ZEB1
CTBP2,ZEB2
CTBP2,ZNF217
CTBP2,ZNF516
CTCF,ABCE1
CTCF,AIMP1
CTCF,BAP18;C17ORF49;RNASEK-C17ORF49
CTCF,CKMT1A;CKMT1B
CTCF,DAP3
CTCF,DHX30
CTCF,DHX9
CTCF,EEF2
CTCF,EIF2S2
CTCF,EIF3A
CTCF,EIF3B
CTCF,EIF3CL
CTCF,EIF3E
CTCF,EIF3G
CTCF,EIF3I
CTCF,EIF3K
CTCF,EIF3L
CTCF,EIF3M
CTCF,GNB2L1
CTCF,GNL3
CTCF,GTPBP4
CTCF,H1FX
CTCF,IARS
CTCF,ILF3
CTCF,KTN1
CTCF,LARP1
CTCF,LAS1L
CTCF,MRPS10
CTCF,MRPS22
CTCF,MRPS27
CTCF,MRPS28
CTCF,MRPS30
CTCF,MRPS34
CTCF,MRPS35
CTCF,MRPS7
CTCF,MRPS9
CTCF,MTDH
CTCF,NCL
CTCF,NKRF
CTCF,PA2G4
CTCF,PABPC1;PABPC3
CTCF,PABPC4
CTCF,PTCD3
CTCF,RPL10
CTCF,RPL10A
CTCF,RPL11
CTCF,RPL12
CTCF,RPL13
CTCF,RPL13A;RPL13A
CTCF,RPL14
CTCF,RPL17;RPL17-C18ORF32
CTCF,RPL18
CTCF,RPL19
CTCF,RPL21
CTCF,RPL22
CTCF,RPL23A
CTCF,RPL24
CTCF,RPL26;RPL26L1
CTCF,RPL27
CTCF,RPL27A
CTCF,RPL28
CTCF,RPL3
CTCF,RPL30
CTCF,RPL31
CTCF,RPL32
CTCF,RPL34
CTCF,RPL35
CTCF,RPL36
CTCF,RPL37A
CTCF,RPL38
CTCF,RPL39P5;RPL39
CTCF,RPL4
CTCF,RPL5
CTCF,RPL6
CTCF,RPL7
CTCF,RPL7A
CTCF,RPL8
CTCF,RPL9
CTCF,RPLP0;RPLP0P6
CTCF,RPLP1
CTCF,RPLP2
CTCF,RPS11
CTCF,RPS12
CTCF,RPS13
CTCF,RPS14
CTCF,RPS15
CTCF,RPS15A
CTCF,RPS16
CTCF,RPS17
CTCF,RPS18
CTCF,RPS19
CTCF,RPS2
CTCF,RPS20
CTCF,RPS21
CTCF,RPS23
CTCF,RPS24
CTCF,RPS25
CTCF,RPS26
CTCF,RPS27;RPS27L
CTCF,RPS27L
CTCF,RPS28
CTCF,RPS29
CTCF,RPS3
CTCF,RPS3A
CTCF,RPS4X
CTCF,RPS5
CTCF,RPS6
CTCF,RPS7
CTCF,RPS8
CTCF,RPS9
CTCF,RPSA
CTCF,SERBP1
CTCF,SRP54
CTCF,SRP68
CTCF,SRP72
CTCF,SSR1
CTCF,ZMYM1
CTNNB1,AKAP12
CTNNB1,CDH1
CTNNB1,CDH2
CTNNB1,CEP78
CTNNB1,CLMN
CTNNB1,CTNNA1
CTNNB1,CTNND1
CTNNB1,EIF3E
CTNNB1,FAM117B
CTNNB1,FOXP1
CTNNB1,PDLIM7
CTNNB1,RANBP1
CTNNB1,TCERG1
CTNNB1,TSC22D1;TSC22D2
CTNNB1,ZC3H11A
CTNNBL1,BCAS2
CTNNBL1,CDC5L
CTNNBL1,CRNKL1
CTNNBL1,CWC15
CTNNBL1,ISY1
CTNNBL1,PLRG1
CTNNBL1,PPIE
CTNNBL1,PRPF19
CTNNBL1,XAB2
CTNNBL1,ZNF830
CTPS1,ATP6V1E1
CTPS1,C21ORF59
CTPS1,CTPS2
CTPS1,GLUL
CTPS1,GSPT1
CTPS1,MRPL20
CTPS1,SUGP1
CTTN,ABI1
CTTN,ACTC1
CTTN,ACTN4
CTTN,ACTR2
CTTN,ACTR3
CTTN,AIF1L
CTTN,AMOT
CTTN,ARPC1A
CTTN,ARPC1B
CTTN,ARPC2
CTTN,ARPC3
CTTN,ARPC4-TTLL3;ARPC4
CTTN,ARPC5
CTTN,ARPC5L
CTTN,ASF1A
CTTN,BRCA2
CTTN,CABIN1
CTTN,CAMK2G
CTTN,CAPZA1
CTTN,CAPZA2
CTTN,CAPZB
CTTN,CFL1
CTTN,CFL2
CTTN,CNOT1
CTTN,CNOT10
CTTN,CNOT3
CTTN,CORO1C
CTTN,CTTNBP2
CTTN,CTTNBP2NL
CTTN,DBN1
CTTN,DLG5
CTTN,EFHD1;PP1187
CTTN,FLNA
CTTN,FLNB
CTTN,FOCAD
CTTN,GSN
CTTN,H1FX
CTTN,HIRA
CTTN,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
CTTN,KIAA1671
CTTN,LIN7A
CTTN,LRRFIP2
CTTN,LUZP1
CTTN,MPRIP
CTTN,MYO1B
CTTN,MYO1C
CTTN,MYO5A
CTTN,MYO6
CTTN,NCKIPSD
CTTN,NDE1
CTTN,NEFM
CTTN,NEXN
CTTN,PARP1
CTTN,PEAK1
CTTN,PLEC
CTTN,PLEKHG3
CTTN,PPP1R12A
CTTN,PPP1R9A
CTTN,PPP1R9B
CTTN,PRC1
CTTN,RAI14
CTTN,RPS27A;UBC;UBB;UBA52
CTTN,SBF1
CTTN,SHC1
CTTN,SMARCA4
CTTN,SPECC1
CTTN,SPECC1L;SPECC1L-ADORA2A
CTTN,SPTAN1
CTTN,SPTBN1
CTTN,SSFA2
CTTN,STRIP1
CTTN,STRN
CTTN,STRN3
CTTN,STRN4
CTTN,TEAD1
CTTN,TJP1
CTTN,TULP3
CTTN,TWF1
CTTN,UBN2
CTTN,UNNAMED
CTTN,VIM
CTTN,WDR1
CUTC,SLC35C1
CUTC,XPO7
CYB5R3,ATP2A2
CYB5R3,SPCS3
CYB5R3,TOMM20
CYB5R3,TOMM22
CYB5R3,TOMM40
CYB5R3,VDAC1
CYB5R3,VDAC2
CYP51A1,CALCOCO1
CYP51A1,CCP110
CYP51A1,EIF4A2
CYP51A1,PGRMC1
CYP51A1,PPP1R9B
CYP51A1,SNX14
DAD1,C4ORF32
DAD1,CANX
DAD1,DDOST
DAD1,EIF2AK3
DAD1,FKBP8
DAD1,KAT6A;MYST3
DAD1,KRTCAP2
DAD1,MAGT1
DAD1,MLEC
DAD1,PGRMC1
DAD1,PICALM
DAD1,POR
DAD1,RAB2A
DAD1,RPN1
DAD1,RPN2
DAD1,SMG7
DAD1,SRPRB
DAD1,STT3A
DAD1,STT3B
DAD1,TIA1
DAD1,TMEM43
DAD1,TMPO
DAPK3,LUZP1
DBNL,ARPC1A
DBNL,ARPC2
DBNL,ARPC5
DBNL,ARPC5L
DBNL,CAPZA2
DBNL,CAPZB
DBNL,HIRA
DBNL,UBN2
DBNL,ZNF536
DCP1A,DCP1B
DCP1A,EDC3
DCP1B,CEPT1
DCP1B,DCP1A
DCP1B,DDX6
DCP1B,EDC3
DCP1B,SEC16A
DCP1B,TNRC6B
DCP2,EDC4
DCTN2,ACTR10
DCTN2,ACTR1A
DCTN2,ACTR1B
DCTN2,CAPZA1
DCTN2,CAPZA2
DCTN2,CAPZB
DCTN2,DCTN1;DKFZP686E0752
DCTN2,DCTN3
DCTN2,DCTN4
DCTN2,DCTN5
DCTN2,DYNC1H1
DCTN2,DYNC1LI1
DCTN2,SAE1
DDB1,ARGLU1
DDB1,CCAR1
DDB1,CEP78
DDB1,COPS2
DDB1,COPS3
DDB1,COPS4
DDB1,COPS5
DDB1,COPS6
DDB1,COPS7A
DDB1,COPS7B
DDB1,COPS8
DDB1,CRBN
DDB1,CUL4A
DDB1,CUL4B
DDB1,CWF19L2
DDB1,DCAF10
DDB1,DCAF11
DDB1,DCAF12
DDB1,DCAF15
DDB1,DCAF16
DDB1,DCAF17
DDB1,DCAF5
DDB1,DCAF6
DDB1,DCAF8
DDB1,DDA1
DDB1,DDB2
DDB1,DTL
DDB1,ERCC8
DDB1,FGFR1OP
DDB1,GPS1
DDB1,HADHA
DDB1,HADHB
DDB1,LETM1
DDB1,MYEOV2
DDB1,NANS
DDB1,NEDD8;NEDD8-MDP1
DDB1,POLRMT
DDB1,RBX1
DDB1,RFWD2
DDB1,RMDN1
DDB1,RSRC1
DDB1,SGPL1
DDB1,SRSF6
DDB1,SSRP1
DDB1,SUB1
DDB1,SUPT16H
DDB1,TCEB1
DDB1,TCEB2
DDB1,TECR
DDB1,TFIP11
DDB1,TRPC4AP
DDB1,U2SURP
DDB1,VPRBP
DDB1,WDTC1
DDOST,ADAM9
DDOST,ANKHD1
DDOST,ANKRD17
DDOST,APBB1
DDOST,ARFIP2
DDOST,ASPH
DDOST,ATL3
DDOST,ATP2A2
DDOST,BACH1
DDOST,BCAP31
DDOST,BUB1
DDOST,BUB1B
DDOST,C4ORF32
DDOST,CANX
DDOST,CCDC47
DDOST,CCNT1
DDOST,CDK9
DDOST,CKAP2
DDOST,CTC1
DDOST,CYB5A
DDOST,DAD1
DDOST,DMXL1
DDOST,DNAJB12
DDOST,DSG2
DDOST,EIF2AK3
DDOST,EMC1
DDOST,EMC2
DDOST,EMC3
DDOST,EMC8
DDOST,EMD
DDOST,ESYT1
DDOST,FKBP8
DDOST,GIGYF2
DDOST,HACD3
DDOST,HEXIM1
DDOST,HMOX2
DDOST,HOXB6
DDOST,HSP90B1
DDOST,JUP
DDOST,KAT6A;MYST3
DDOST,KAT7
DDOST,KDM3A
DDOST,KRTCAP2
DDOST,LARP7
DDOST,LAS1L
DDOST,LIN52
DDOST,LIN54
DDOST,MAGT1
DDOST,MLEC
DDOST,MYBL2
DDOST,NFXL1
DDOST,NHLRC3
DDOST,NSG1
DDOST,NUDCD2
DDOST,NUP210
DDOST,OSTC
DDOST,PACRGL
DDOST,PAWR
DDOST,PEX1
DDOST,PGRMC1
DDOST,PGRMC2
DDOST,PHF8
DDOST,PIAS1
DDOST,PICALM
DDOST,PLAGL1;DKFZP781P1017
DDOST,POR
DDOST,RAB1A
DDOST,RAB21
DDOST,RAB2A
DDOST,RAB3A
DDOST,RAB5C;RAB5B;DIRAS1;DIRAS2;RAB5A
DDOST,RAB7A
DDOST,RBM26
DDOST,RBM4;RBM4B
DDOST,REL
DDOST,RNF10
DDOST,RPN1
DDOST,RPN2
DDOST,RRP1
DDOST,SCD
DDOST,SEC23A
DDOST,SEC23B
DDOST,SEC24B
DDOST,SIX1;SIX2
DDOST,SMG7
DDOST,SPCS3
DDOST,SPTLC1
DDOST,SRPRB
DDOST,SSR1
DDOST,SSR3
DDOST,SSR4
DDOST,STAU2
DDOST,STT3A
DDOST,STT3B
DDOST,SUPT6H
DDOST,TACC1
DDOST,TIA1
DDOST,TMED9
DDOST,TMEM33
DDOST,TMEM43
DDOST,TMPO
DDOST,TMX1
DDOST,TNRC6C
DDOST,TOR1AIP1
DDOST,TUSC3
DDOST,UFL1
DDOST,VAPA
DDOST,VAPB
DDOST,VRK2
DDOST,WDR7
DDOST,YTHDF3
DDOST,ZC3H13
DDOST,ZC3HAV1
DDX21,ACIN1
DDX21,ADAR
DDX21,AKAP8
DDX21,AKAP8L
DDX21,ALYREF
DDX21,APC
DDX21,ARGLU1
DDX21,BCLAF1
DDX21,C1QBP
DDX21,CASC3
DDX21,CCAR2
DDX21,CCNT1
DDX21,CDK11A
DDX21,CDK9
DDX21,CHERP
DDX21,CHTOP
DDX21,CRNKL1
DDX21,CTR9
DDX21,CWF19L2
DDX21,DDX17
DDX21,DDX23
DDX21,DDX39B
DDX21,DDX5
DDX21,DDX50
DDX21,DDX6
DDX21,DHX30
DDX21,DHX9
DDX21,DKC1
DDX21,EFTUD2
DDX21,EIF3A
DDX21,EIF3H
DDX21,EIF3K
DDX21,EIF3M
DDX21,EIF4A3
DDX21,ELAVL1
DDX21,ERH
DDX21,FAM120A
DDX21,FAU
DDX21,GEMIN5
DDX21,H1FX
DDX21,HEXIM1
DDX21,HNRNPA0
DDX21,HNRNPA1;HNRNPA1L2
DDX21,HNRNPA2B1
DDX21,HNRNPA3
DDX21,HNRNPAB
DDX21,HNRNPC
DDX21,HNRNPD
DDX21,HNRNPDL
DDX21,HNRNPK
DDX21,HNRNPL
DDX21,HNRNPM
DDX21,HNRNPR
DDX21,HNRNPU
DDX21,HNRNPUL2-BSCL2;HNRNPUL2
DDX21,IGF2BP1
DDX21,IGF2BP2
DDX21,IGF2BP3
DDX21,ILF2
DDX21,ILF3
DDX21,KHDRBS1
DDX21,KPNA1
DDX21,KPNA2
DDX21,KPNA3
DDX21,KPNA4
DDX21,KPNB1
DDX21,LARP1
DDX21,LARP7
DDX21,LLPH
DDX21,LSM2
DDX21,MAGOHB
DDX21,MATR3
DDX21,MEPCE
DDX21,MTCL1
DDX21,NCBP1
DDX21,NCBP2
DDX21,NKRF
DDX21,NUP153
DDX21,PABPC1;PABPC3
DDX21,PABPN1
DDX21,PNN
DDX21,PNO1
DDX21,POLR2D
DDX21,POLR2E
DDX21,POP1
DDX21,PPIH
DDX21,PRPF3
DDX21,PRPF4
DDX21,PRPF40A
DDX21,PRPF4B
DDX21,PRPF8
DDX21,PRRC2C
DDX21,RAB21
DDX21,RALY
DDX21,RBM17
DDX21,RBM8A
DDX21,RBMX2
DDX21,RBMX;RBMXL2
DDX21,RPL10A
DDX21,RPL11
DDX21,RPL13
DDX21,RPL13A;RPL13A
DDX21,RPL19
DDX21,RPL21
DDX21,RPL22
DDX21,RPL23A
DDX21,RPL27
DDX21,RPL27A
DDX21,RPL31
DDX21,RPL35
DDX21,RPL36
DDX21,RPL39P5;RPL39
DDX21,RPL4
DDX21,RPLP2
DDX21,RPS15A
DDX21,RPS18
DDX21,RPS19
DDX21,RPS20
DDX21,RPS24
DDX21,RPS26
DDX21,RPS28
DDX21,RPS3A
DDX21,RPS7
DDX21,RPS8
DDX21,RSL1D1
DDX21,RSRC1
DDX21,SAFB
DDX21,SAFB2
DDX21,SART1
DDX21,SERBP1
DDX21,SKIV2L2
DDX21,SLTM
DDX21,SNRNP200
DDX21,SNRNP40
DDX21,SNRNP70
DDX21,SNRPF
DDX21,SON
DDX21,SRRM2
DDX21,SRRT
DDX21,SRSF6
DDX21,SRSF9
DDX21,SSB
DDX21,SSRP1
DDX21,STAU1
DDX21,STAU2
DDX21,STRBP
DDX21,SUB1
DDX21,SUGP2
DDX21,SUPT16H
DDX21,SYNCRIP
DDX21,TAF15
DDX21,TARDBP;TDP43
DDX21,THOC1
DDX21,THRAP3
DDX21,TRA2A
DDX21,TRA2B
DDX21,TSR1
DDX21,U2SURP
DDX21,UPF1
DDX21,USP39
DDX21,YBX1
DDX21,YBX3
DDX21,YLPM1
DDX21,YTHDC1
DDX21,ZC3H11A
DDX21,ZC3H14
DDX21,ZC3H18
DDX21,ZCCHC8
DDX21,ZFR
DDX21,ZNF326
DDX39B,ACIN1
DDX39B,ALKBH5
DDX39B,ALYREF
DDX39B,API5
DDX39B,AQR
DDX39B,C17ORF85
DDX39B,C19ORF47
DDX39B,C2ORF49
DDX39B,CAAP1
DDX39B,CDC40
DDX39B,ERH
DDX39B,FYTTD1
DDX39B,KCTD18
DDX39B,KIAA1429
DDX39B,LENG8
DDX39B,MAGOH;MAGOHB
DDX39B,MRPS7
DDX39B,MTX2
DDX39B,NCBP1
DDX39B,PCID2
DDX39B,PHAX
DDX39B,POLDIP3
DDX39B,PPP1R8
DDX39B,PRPF3
DDX39B,PRPF4
DDX39B,PRPF6
DDX39B,PRPF8
DDX39B,RBM15
DDX39B,RBM22
DDX39B,RBM33
DDX39B,RBM8A
DDX39B,RPLP1
DDX39B,RPS2
DDX39B,RPS25
DDX39B,RPS4X
DDX39B,SAP18
DDX39B,SARNP
DDX39B,SART1
DDX39B,SRRT
DDX39B,THOC1
DDX39B,THOC2
DDX39B,THOC5
DDX39B,THOC6
DDX39B,THOC7;NIF3L1BP1
DDX39B,UBL5
DDX39B,WTAP
DDX39B,YTHDC1
DDX39B,ZC3H11A
DDX39B,ZC3H14
DDX39B,ZFC3H1
DDX47,ABT1
DDX47,ESF1
DDX5,DDX17
DDX5,ELAVL1
DDX5,HNRNPA1;HNRNPA1L2
DDX5,HNRNPA2B1
DDX5,HNRNPA3
DDX5,HNRNPC
DDX5,HNRNPDL
DDX5,HNRNPR
DDX5,HNRNPU
DDX5,IPO11
DDX5,NKRF
DDX5,ZFR
DDX5,ZNF326
DDX56,PPP2R5E
DDX6,AKAP1
DDX6,ARL6IP5
DDX6,ASCC2
DDX6,ASCC3
DDX6,ATP13A1
DDX6,ATXN2
DDX6,ATXN2L
DDX6,C1QBP
DDX6,CASC3
DDX6,DCP1A
DDX6,DCP1B
DDX6,DHX9
DDX6,EDC3
DDX6,EIF1
DDX6,EIF2S2
DDX6,EIF3A
DDX6,EIF3B
DDX6,EIF3CL
DDX6,EIF3D
DDX6,EIF3E
DDX6,EIF3G
DDX6,EIF3H
DDX6,EIF3I
DDX6,EIF3K
DDX6,EIF3L
DDX6,EIF3M
DDX6,EIF4A1
DDX6,EIF4A2
DDX6,EIF4E
DDX6,EIF4ENIF1
DDX6,EIF4G1
DDX6,EIF4G3
DDX6,ELAVL1
DDX6,FAM120A
DDX6,FAM195A
DDX6,FAM195B
DDX6,FAM98A
DDX6,GNB2L1
DDX6,GNL3
DDX6,H1FX
DDX6,HNRNPA0
DDX6,HNRNPA1;HNRNPA1L2
DDX6,HNRNPA3
DDX6,HNRNPAB
DDX6,HNRNPDL
DDX6,HNRNPR
DDX6,HNRNPU
DDX6,IGF2BP1
DDX6,IGF2BP3
DDX6,ILF2
DDX6,ILF3
DDX6,KTN1
DDX6,LARP1
DDX6,LSM1
DDX6,LSM12
DDX6,LSM14A
DDX6,LSM14B
DDX6,MAGOHB
DDX6,MAGT1
DDX6,NUFIP2
DDX6,ORC2
DDX6,PABPC1;PABPC3
DDX6,PABPC4
DDX6,PAN2
DDX6,PAN3
DDX6,PATL1
DDX6,PRRC2A
DDX6,PRRC2C
DDX6,RB1CC1
DDX6,RBM8A
DDX6,RPL10
DDX6,RPL10A
DDX6,RPL11
DDX6,RPL13
DDX6,RPL13A;RPL13A
DDX6,RPL17;RPL17-C18ORF32
DDX6,RPL18
DDX6,RPL19
DDX6,RPL21
DDX6,RPL22
DDX6,RPL23A
DDX6,RPL24
DDX6,RPL26;RPL26L1
DDX6,RPL27
DDX6,RPL27A
DDX6,RPL29
DDX6,RPL3
DDX6,RPL30
DDX6,RPL31
DDX6,RPL32
DDX6,RPL34
DDX6,RPL35
DDX6,RPL36
DDX6,RPL37A
DDX6,RPL38
DDX6,RPL39P5;RPL39
DDX6,RPL4
DDX6,RPL5
DDX6,RPL6
DDX6,RPL7A
DDX6,RPL8
DDX6,RPLP0;RPLP0P6
DDX6,RPLP1
DDX6,RPLP2
DDX6,RPS11
DDX6,RPS12
DDX6,RPS13
DDX6,RPS14
DDX6,RPS15A
DDX6,RPS16
DDX6,RPS18
DDX6,RPS19
DDX6,RPS2
DDX6,RPS20
DDX6,RPS21
DDX6,RPS23
DDX6,RPS24
DDX6,RPS25
DDX6,RPS26
DDX6,RPS27;RPS27L
DDX6,RPS27L
DDX6,RPS28
DDX6,RPS3
DDX6,RPS3A
DDX6,RPS4X
DDX6,RPS5
DDX6,RPS6
DDX6,RPS7
DDX6,RPS8
DDX6,RPSA
DDX6,SAP30L
DDX6,SERBP1
DDX6,SRP68
DDX6,SRP72
DDX6,SSR1
DDX6,STAU1
DDX6,SYNCRIP
DDX6,UBE2A
DDX6,UPF1
DDX6,VAPA
DDX6,YBX1
DDX6,ZFR
DDX6,ZNF823
DEGS1,CYP51A1
DEGS1,EPS15L1
DEGS1,POTEE
DEGS1,SURF6
DEPDC1B,ANAPC1
DEPDC1B,CDC16
DEPDC1B,YWHAE
DEPDC1B,YWHAZ
DHCR24,FDPS
DHCR7,IDH3A
DHX37,NOP14
DHX37,PARN
DHX37,UTP14A
DHX9,ADAR
DHX9,ARGLU1
DHX9,CHERP
DHX9,CTNNAL1
DHX9,CWF19L2
DHX9,DDX17
DHX9,DDX21
DHX9,DDX5
DHX9,DDX6
DHX9,DHX30
DHX9,DHX36
DHX9,DICER1
DHX9,EIF2AK2
DHX9,ELAVL1
DHX9,FAM120A
DHX9,HEATR3
DHX9,HNRNPA0
