target_gene_name,interactor_gene_name,pval,enrichment,interaction_stoichiometry,abundance_stoichiometry
CANX,RAB5C,2.933589178,1.535315948,0.000817591,0.443129596
CANX,RNF149,27.60865062,4.772042604,0.001203988,0.01512865
CANX,RNF185,20.05313067,3.404939281,0.045591207,0.015198079
CANX,RPN1,20.35986655,3.323723298,0.103535634,0.642209197
CANX,RPN2,17.481263,3.124960508,0.027465835,0.309437284
CANX,SCARB1,55.17391403,5.966013593,0.021544104,0.010604168
CANX,SCFD1,8.564286459,2.26185475,0.001671216,0.09809155
CANX,SCPEP1,19.29243033,3.211658038,0.001412599,0.076569889
CANX,SEC11A;SEC11B,43.54445956,5.641598149,0.025261214,0.049784791
CANX,SEC22A,17.85315462,3.551744154,0.001196252,0.011921383
CANX,SEC61A1,15.41458826,2.974170887,0.001012129,0.019241187
CANX,SEC61B,6.485312361,1.868329418,0.005639711,0.026065173
CANX,SEC61G,12.99528824,3.116573521,0.0210615,0.651784011
CANX,SEMA4C,4.07006812,1.65210507,0.000292523,0.008143108
CANX,SERPINH1,40.23379712,5.096647466,0.001107228,0.358085777
CANX,SGCB,46.08936765,5.449601728,0.004298566,0.009253488
CANX,SGPL1,31.32885857,4.406866254,0.001279095,0.04936255
CANX,SGSH,70.04668043,9.300221921,0.011417347,0.01616125
CANX,SLC11A2,16.02439641,2.965287394,0.000709933,0.004659293
CANX,SLC12A2,67.28057851,6.498549588,0.003638711,0.023177587
CANX,SLC12A7,21.91749981,3.476030872,0.000912285,0.003327751
CANX,SLC16A1,20.51767332,3.409471875,0.002296953,0.290890959
CANX,SLC19A1,38.1975423,4.869184724,0.002273703,0.003423004
CANX,SLC1A4,12.05676029,2.325162299,0.000312079,0.00269576
CANX,SLC1A5,18.01050634,3.116595101,0.004639898,0.060207987
CANX,SLC26A2,36.03158599,4.792486091,0.000831696,0.004572463
CANX,SLC29A2,31.00558056,3.916302313,0.000592154,0.015020854
CANX,SLC30A1,14.53266962,2.904670797,0.002035489,0.014050136
CANX,SLC35A5,32.85430057,4.693471405,0.001070553,0.017951844
CANX,SLC38A1,37.50087915,6.387283645,0.002137792,0.008413509
CANX,SLC38A2,6.240685087,1.822722358,0.028837236,0.061160231
CANX,SLC39A10,17.86428834,2.078553616,0.000183472,0.018011465
CANX,SLC39A6,3.041077597,1.279719524,0.000203104,0.000135143
CANX,SLC39A8,25.09158946,3.874048371,0.007390752,0.014020248
CANX,SLC3A2,24.21606556,3.749869741,0.016937082,0.211532956
CANX,SLC44A1,7.634412989,1.934512332,0.000125578,0.004094271
CANX,SLC44A5,17.92154447,2.989958459,0.000166399,0.002596447
CANX,SLC4A2,15.37886415,1.810857484,0.00029092,0.003016012
CANX,SLC5A6,33.27622073,5.098496113,0.00307792,0.048925366
CANX,SLC6A15,21.98565354,3.69826719,0.041339404,0.138877259
CANX,SLC6A8,27.00844004,6.180430378,0.001330857,0.064809626
CANX,SLC7A3,5.166725454,1.828818012,0.001181634,0.001928171
CANX,SLC9A6,3.595809116,2.423231242,0.001615916,0.007151309
CANX,SLCO4C1,36.08955938,4.7008593,0.002381431,0.000691915
CANX,SLIT2,35.02128445,6.027088123,0.000460439,0.008052858
CANX,SORL1,11.80345559,1.935987134,0.000133851,0.001134177
CANX,SORT1,14.35219094,2.912979165,0.000128252,0.007174307
CANX,SPCS1,20.76694429,4.424712048,0.025425138,1.777098597
CANX,SPCS2,42.46651684,5.184985606,0.035740546,0.004478354
CANX,SPCS3,9.672118249,2.341351622,0.011443272,0.150226083
CANX,SPPL2B,11.22923957,2.545890611,0.001156804,0.037710987
CANX,SPTLC1,5.884788529,1.82778756,0.000308004,0.103797296
CANX,SRPRB,20.79757187,3.74881986,0.008102122,0.182230828
CANX,SSR1,12.38453908,2.855009802,0.002364805,0.12396204
CANX,SSR3,3.507580808,1.448337646,0.017436047,0.189750308
CANX,SSR4,12.80339094,2.676972268,0.073616525,0.262290419
CANX,STIM1,20.24012284,3.404259715,9.02E-05,0.016025875
CANX,STT3A,34.72187039,4.575518045,0.003746184,0.060802214
CANX,STT3B,16.72504235,3.044411045,0.009879103,0.037154141
CANX,SUMF2,4.134142677,1.511235617,0.000732003,0.04680443
CANX,SYPL1,12.69721126,3.068121707,0.00049108,0.169304305
CANX,TAP1,27.41463263,3.83852874,0.002496019,0.004712069
CANX,TAP2,12.6292327,3.493891545,0.001121676,0.01466062
CANX,TCTN3,30.00361832,4.628058619,0.001156655,0.016874137
CANX,TECR,19.04034214,3.376440594,0.006443809,0.642580769
CANX,TFRC,14.42656612,2.735650645,0.003906784,0.152167726
CANX,TGFBR1,50.21269228,5.475254826,0.013169432,0.00914129
CANX,TIA1,5.076643785,1.918891688,0.001460693,0.1728163
CANX,TM2D3,15.32821088,2.910369122,0.009585513,0.012634848
CANX,TM9SF3,10.05479795,2.863734566,0.000639546,0.137703539
CANX,TMCO1,13.87176839,2.737319855,0.007768802,0.015636121
CANX,TMED10,3.425894938,1.379099076,0.008585128,0.580389831
CANX,TMED2,13.99914166,3.511572957,0.001679021,0.221781017
CANX,TMED5,16.50976993,3.094069561,0.000273003,0.020865207
CANX,TMED7-TICAM2;TMED7,3.637520667,1.32867186,0.000173801,0.384003908
CANX,TMED9,8.290564042,2.079348267,0.002014946,0.045918987
CANX,TMEM101,4.184546099,2.194306425,0.006723075,0.016239158
CANX,TMEM161B,16.44699876,2.861426178,0.000453966,0.009871163
CANX,TMEM179B,22.59132481,3.687741901,0.072252672,0.034929343
CANX,TMEM2,5.58066008,0.988498303,6.40E-05,0.003044283
CANX,TMEM201,18.99404451,3.683079594,0.001073323,0.001816094
CANX,TMEM206,18.36252071,3.324294043,0.002086119,0.003641792
CANX,TMEM230,7.312186019,1.828381262,0.000607404,0.028112583
CANX,TMEM237,6.366752061,1.834899425,0.00300048,0.000855222
CANX,TMEM248,24.95134281,4.607952195,0.002193491,0.001401254
CANX,TMEM260,17.30579502,3.456350794,0.000352833,0.004672379
CANX,TMEM30A,52.00034368,5.924557343,0.039676029,0.008672371
CANX,TMEM33,5.20152072,1.814053487,0.010118423,0.031172167
CANX,TMEM43,22.29850799,3.631469373,0.001361582,0.091529726
CANX,TMEM67,49.71145819,5.731985731,0.00121908,0.006461947
CANX,TMEM87A,4.921648971,1.231408979,3.77E-05,0.008188815
CANX,TMEM87B,59.37385975,6.229498065,0.001594408,0.003466518
CANX,TMPO,7.576924779,1.905451721,0.005172278,0.374975831
CANX,TMTC3,76.95462133,7.335908275,0.007795971,0.016650829
CANX,TMTC4,26.89381013,5.113497153,0.000520593,0.001462048
CANX,TMUB1,25.07160333,3.733095436,0.021501773,0.055838208
CANX,TMUB2,50.41083046,5.566924256,0.045339095,0.045087049
CANX,TMX1,41.19353639,5.034241766,0.067601886,0.32439417
CANX,TMX2,7.519867648,2.121188811,0.001468474,0.023796907
CANX,TMX3,57.26159726,6.205598354,0.005136737,0.041668481
CANX,TOR1A,36.89224184,4.798341524,0.004021465,0.021722451
CANX,TOR1AIP1,40.0869139,5.123253001,0.010982113,0.025632964
CANX,TOR1AIP2,82.55385163,7.551183829,0.00920269,0.055570791
CANX,TOR1B,25.54688021,4.432568203,0.002707134,0.020965273
CANX,TPCN1,42.7094735,5.706618714,0.001215023,0.00700709
CANX,TPP1,48.02643238,5.905485754,0.002561202,0.012234899
CANX,TSPAN14,29.94472495,3.930744335,0.001481154,0.002404333
CANX,TSPAN6,8.580534637,2.547880453,0.00042335,0.082600481
CANX,TTC13,13.66753888,2.086582326,0.000191839,0.012574034
CANX,TTK,3.308075092,1.157898679,0.001057906,0.029516773
CANX,UBE2G2,7.216213808,2.028947864,0.005317263,0.078195512
CANX,UGGT1,20.1489049,3.573575626,0.002328572,0.045235874
CANX,UGGT2,27.36210733,3.711914519,0.000119526,0.000505841
CANX,UGT8,60.58959677,6.192106253,0.00452806,0.015377922
CANX,UNNAMED,4.559287249,1.60688402,,0
CANX,UXS1,29.55024124,4.239898164,0.001890187,0.024542716
CANX,VAPA,9.104125031,2.217217531,0.001291243,0.391301096
CANX,VAPB,7.089935214,1.958269869,0.000359918,0.111187037
CANX,VCP,5.33365984,1.657943863,0.016782104,0.704478737
CANX,VMA21,21.18211584,3.505847843,0.067972708,0.20971129
CANX,VRK2,3.393769055,1.240143527,0.000195745,0.022317386
CANX,WFS1,24.28880625,4.085875291,0.000962056,0.010041709
CANX,WLS,38.40917292,4.888383548,0.007914626,0.033205696
CANX,WNT11,4.317864855,2.426292344,0.000773389,0.004417351
CANX,WWOX,14.02848739,3.612525631,0.000506061,0.002868777
CANX,XXYLT1,10.45344856,3.424666619,7.65E-05,0.014002628
CANX,ZDHHC6,4.004192705,1.723806641,0.001100574,0.00129221
CANX,ZMPSTE24,12.30339507,2.780932817,0.00115478,0.213254483
CAPRIN1,ABCE1,8.336886382,3.050027687,0.005289779,0.446393302
CAPRIN1,ACAD11,5.019539136,2.922481612,0.000529215,0.024206475
CAPRIN1,AIMP1,10.22039977,2.787218238,0.005884127,0.457645474
CAPRIN1,ASCC3,4.732546952,2.375122265,0.000658237,0.055884152
CAPRIN1,ATXN2,9.667285216,2.729926925,0.000482811,0.078238631
CAPRIN1,C3ORF17,4.577685185,2.656799582,0.000483639,0.018308134
CAPRIN1,DARS,14.25359675,3.616088613,0.006806795,0.627003589
CAPRIN1,DHX30,5.051254996,2.258436244,0.001288031,0.263961342
CAPRIN1,DHX57,6.570847278,3.418090308,0.000701167,0.053342384
CAPRIN1,DHX9,6.95609506,2.635418039,0.017119826,0.724056397
CAPRIN1,EIF1,5.167561728,2.178795753,0.007858246,1.637854279
CAPRIN1,EIF2S2,6.67032883,2.336714404,0.00254155,0.403815045
CAPRIN1,EIF3A,9.633263153,3.098578434,0.011309251,0.493656022
CAPRIN1,EIF3B,6.078564932,2.335080013,0.018571895,0.405121189
CAPRIN1,EIF3CL,6.355347076,2.462593051,0.008509279,0.78975999
CAPRIN1,EIF3E,6.348678672,2.291542106,0.041371512,0.852842708
CAPRIN1,EIF3G,7.599236067,2.550045714,0.011641169,0.210895054
CAPRIN1,EIF3I,5.746787884,2.346224879,0.017093838,2.136546463
CAPRIN1,EIF3K,8.125279602,2.85240701,0.015205056,0.880608409
CAPRIN1,EIF3L,6.483429824,2.439489467,0.025056118,0.437501946
CAPRIN1,EIF3M,7.111830793,2.509701806,0.008064706,1.321552985
CAPRIN1,EIF4A1,5.125039496,2.187212584,0.024595394,4.210351481
CAPRIN1,EIF4E,5.382962077,2.298419999,0.007412045,0.867501605
CAPRIN1,EPRS,6.740582178,2.296086221,0.003647818,0.915819922
CAPRIN1,EZH2,5.814832265,2.314562899,3.41E-05,0.044946222
CAPRIN1,FAM46D,7.585861792,2.70398956,0.021534392,0
CAPRIN1,FXR2,4.430872822,2.218404757,0.001631634,0.074256396
CAPRIN1,G3BP2,12.54500492,3.364759406,0.178369125,0.59446828
CAPRIN1,GLUD1;GLUD2,12.80609926,3.794620371,0.01410402,0.807552788
CAPRIN1,GLYR1,5.651276273,2.307934409,0.002754244,0.143671996
CAPRIN1,GNB2L1,9.790855947,3.113129435,0.217873816,3.975501602
CAPRIN1,GNL3,6.620570454,2.496312088,0.010981326,0.307221339
CAPRIN1,H1FX,21.90861784,4.880355373,0.049960317,0.258858941
CAPRIN1,HNRNPR,5.394562114,2.185628642,0.009985061,1.27478767
CAPRIN1,IARS,13.21736253,3.478315207,0.003260073,0.500714717
CAPRIN1,IGF2BP3,8.985969598,3.162854372,0.003639036,0.110383366
CAPRIN1,ILF3,5.85818711,2.419373593,0.010092444,1.300144758
CAPRIN1,KTN1,16.19627713,4.009779271,0.004339402,0.131110218
CAPRIN1,LARP1,5.234970675,2.317150402,0.003712368,0.158673055
CAPRIN1,LARS,6.279736185,2.514349089,0.001952277,0.367029838
CAPRIN1,LAS1L,4.869242185,2.613827868,0.001111578,0.047489171
CAPRIN1,LRPAP1,46.52478314,7.001165898,0.019053723,0.064727084
CAPRIN1,LYAR,5.937504883,2.474398967,0.014181006,0.292555919
CAPRIN1,MAGEB2,15.52004839,3.942536158,0.00126228,0.033580657
CAPRIN1,MARS,9.92402386,2.723657008,0.001899263,0.611574186
CAPRIN1,MRPS27,5.779632818,2.215845073,0.001527607,0.215044325
CAPRIN1,MTDH,5.151243578,2.761725778,0.002791017,0.204548552
CAPRIN1,NOMO3;NOMO1;NOMO2,8.493544601,2.694923097,0.000667867,0.566664913
CAPRIN1,NUFIP2,9.601609244,2.926798426,0.003962741,0.231129567
CAPRIN1,PA2G4,5.026769516,2.337996053,0.004924992,3.789754582
CAPRIN1,PABPC1;PABPC3,13.77854674,3.586108205,0.034275849,3.254682212
CAPRIN1,PABPC4,7.560257895,2.668252351,0.018611198,0.239154582
CAPRIN1,PRPSAP2,9.648974107,3.666485902,0.001288803,0.722937299
CAPRIN1,PRRC2A,7.548794236,2.581943698,0.000354366,0.035955339
CAPRIN1,QARS,11.82552083,3.792787515,0.016499222,0.607761343
CAPRIN1,RARS,7.25240515,2.506522625,0.007926255,0.812333479
CAPRIN1,RCBTB2,6.358019353,2.277057824,0.147499,0.001339477
CAPRIN1,RFC4,8.571881256,2.695062677,0.001606145,0.199858973
CAPRIN1,RPL10,12.56172388,3.553562253,0.093498733,3.443832563
CAPRIN1,RPL10A,10.56561991,3.245804127,0.202741703,6.042918636
CAPRIN1,RPL11,8.54439743,2.860496354,0.072811306,0.801835461
CAPRIN1,RPL13,7.130082832,2.578091303,0.110779126,0.946247514
CAPRIN1,RPL13A;RPL13A,7.455440436,2.506139983,0.325196745,0.474172291
CAPRIN1,RPL14,10.52832228,3.382917196,0.025456349,1.509335172
CAPRIN1,RPL17;RPL17-C18ORF32,7.062078887,2.481384818,0.114593838,9.21148847
CAPRIN1,RPL18,8.811955172,2.826655087,0.211837328,2.41660849
CAPRIN1,RPL19,6.894449389,2.341225775,0.093697479,0.116729638
CAPRIN1,RPL21,8.676993047,2.823912185,0.228235294,0.618147279
CAPRIN1,RPL22,16.0667147,3.835182048,0.163695612,1.909258343
CAPRIN1,RPL23,4.87938006,2.135667479,0.167647059,0.560552322
CAPRIN1,RPL23A,12.79993443,3.557335784,0.199906629,2.585116348
CAPRIN1,RPL24,7.778460456,2.654437503,0.088693848,0.979673813
CAPRIN1,RPL27,9.665538322,3.030766809,0.454575163,0.908813686
CAPRIN1,RPL27A,11.64844126,3.43643218,0.336819172,2.338914791
CAPRIN1,RPL29,5.395099311,2.108494706,0.044979404,0.233679236
CAPRIN1,RPL3,8.284123443,2.863175903,0.153159041,4.348274519
CAPRIN1,RPL30,6.401547893,2.542712862,0.229262372,2.272355473
CAPRIN1,RPL31,10.11311817,3.021397808,0.177170868,1.027119708
CAPRIN1,RPL32,7.98880031,2.779624019,0.18068394,3.142977046
CAPRIN1,RPL34,6.269388011,2.318439265,0.106309991,0.305814749
CAPRIN1,RPL35,6.730625279,2.398530566,0.108604627,0.795794437
CAPRIN1,RPL35A,5.691136424,2.12570874,0.168166822,1.84591997
CAPRIN1,RPL36,6.854799068,2.675960927,0.051534392,0.321692434
CAPRIN1,RPL37A,7.327317686,2.573072888,0.08492437,0.651523412
CAPRIN1,RPL38,8.226957767,2.967960233,0.100127607,0.047310832
CAPRIN1,RPL4,9.098385933,2.964485287,0.241848739,1.898607618
CAPRIN1,RPL6,5.70593746,2.349791963,0.137262138,2.346453266
CAPRIN1,RPL7,6.968691798,2.355192121,0.16967009,1.648064732
CAPRIN1,RPL7A,7.49877601,2.559047193,0.263144045,1.218097814
CAPRIN1,RPL8,7.708932543,2.630495679,0.189249033,1.360668793
CAPRIN1,RPL9,8.098886792,2.609334531,0.123576097,1.324641555
CAPRIN1,RPLP0;RPLP0P6,8.620560995,2.853375132,0.209467787,2.456728796
CAPRIN1,RPLP1,17.27519943,4.140788456,0.500995954,2.167345493
CAPRIN1,RPLP2,11.72126426,3.295496334,0.800601722,7.844645344
CAPRIN1,RPS10;RPS10-NUDT3,5.214842352,2.107686266,0.159334734,2.564335856
CAPRIN1,RPS11,6.477703838,2.490998422,0.120301276,0.266268141
CAPRIN1,RPS12,8.460519824,2.940930237,0.233840203,2.687489006
CAPRIN1,RPS13,5.562891798,2.268634118,0.193650794,2.227390888
CAPRIN1,RPS14,8.638183291,2.86596701,0.206255836,2.073611389
CAPRIN1,RPS15,5.247766425,2.226222547,0.040394024,0.51702327
CAPRIN1,RPS15A,7.228313035,2.439590619,0.046419901,0.963908483
CAPRIN1,RPS16,9.710834837,3.101910989,0.206122449,0.822073945
CAPRIN1,RPS17,5.262032908,2.155739288,0.208826642,6.47081199
CAPRIN1,RPS18,7.154274094,2.571930221,0.101970121,0.953760906
CAPRIN1,RPS19,7.038000308,2.495299902,0.404878618,3.014232541
CAPRIN1,RPS2,16.00138057,4.183761732,0.315838002,5.146693048
CAPRIN1,RPS20,9.355958502,3.03189922,0.156195812,1.259514463
CAPRIN1,RPS21,9.676810248,2.981081313,0.106265173,4.622003314
CAPRIN1,RPS23,7.523057214,2.715014981,0.066518311,0.715155066
CAPRIN1,RPS24,6.343035519,2.438456065,0.080989729,2.946700766
CAPRIN1,RPS25,17.84380076,4.200958895,0.292679739,1.201378701
CAPRIN1,RPS26,8.633281999,2.724282408,0.03896981,0.70744358
CAPRIN1,RPS27;RPS27L,7.341984164,2.685666947,0.080769789,3.641650968
CAPRIN1,RPS27L,8.364893824,2.811619639,0.034878618,0.594617279
CAPRIN1,RPS28,7.528284832,2.543693429,0.318611889,1.079698019
CAPRIN1,RPS3,6.904047024,2.378251763,0.250277366,4.9019386
CAPRIN1,RPS3A,8.928026932,2.912345992,0.192400794,2.828506378
CAPRIN1,RPS4X,19.28499321,4.50539399,0.148926237,10.58502689
CAPRIN1,RPS5,8.339605065,2.876774233,0.136764706,1.460422872
CAPRIN1,RPS6,7.274003656,2.462721214,0.145369663,1.320816275
CAPRIN1,RPS7,9.351185115,3.213777328,0.132586368,1.601026784
CAPRIN1,RPS8,11.18563691,3.273205915,0.238036267,1.98768863
CAPRIN1,RPS9,6.236367057,2.285620962,0.14799253,0.914354507
CAPRIN1,RPSA,6.624915282,2.485663625,0.178783847,4.343064925
CAPRIN1,SEC61A1,12.95901693,3.415625906,0.007936497,0.033602851
CAPRIN1,SERBP1,7.654867892,2.430299772,0.093441377,0.149689003
CAPRIN1,SKIV2L,7.794899227,2.737848445,0.000814379,0.03384708
CAPRIN1,SRP19,6.57642832,2.383811717,0.003444444,0.155041379
CAPRIN1,SRP54,7.532820705,2.679703532,0.00406359,0.298512787
CAPRIN1,SRP68,8.044341603,2.747077837,0.001552773,0.185338692
CAPRIN1,SRP72,9.591942926,3.088517907,0.03085901,0.305751841
CAPRIN1,SRPR,4.994271565,2.881850817,0.000626226,0.107320606
CAPRIN1,SRPRB,4.074138618,2.255735279,0.001719992,0.318248313
CAPRIN1,SSR1,10.7325563,3.92088586,0.014936253,0.216487576
CAPRIN1,SSR4,9.498326002,2.751844036,0.02839558,0.458064557
CAPRIN1,STAU1,5.04833418,2.190135325,0.007145603,0.231292357
CAPRIN1,TARBP2,12.31804079,5.522076782,0.000979777,0.004223244
CAPRIN1,TOP2B,5.96386765,2.390058613,0.000263031,0.113276324
CAPRIN1,TRMT1L,7.756913688,2.550374136,0.003407283,0.050358252
CAPRIN1,TTC37,5.364012291,2.319054723,0.001456583,0.029989253
CAPRIN1,UPF1,5.851361415,2.531927085,0.001923828,0.243909833
CAPRIN1,USP10,5.531625976,2.225014571,0.003422484,0.06690508
CAPZB,ABCE1,3.390148466,1.014782523,3.49E-05,1.476132749
CAPZB,ABCF2,9.147098589,1.44065447,4.27E-05,2.994983561
CAPZB,ACAP2,2.482843627,1.22767133,1.06E-07,0.036697222
CAPZB,ACOT9,3.094760996,1.470647832,0.000485007,0.115106659
CAPZB,ACTB,5.899984555,1.875395677,0.090030849,37.57595984
CAPZB,ACTBL2,2.576324078,1.182159507,0.000248438,0.024747272
CAPZB,ACTC1,3.641834221,1.291342124,0.074369418,17.63372254
CAPZB,ACTG1,8.240726046,2.040309909,0.999726966,1.080431315
CAPZB,ACTL6A,4.042321432,1.445540486,0.000539699,0.825538612
CAPZB,ACTN4,23.33089495,3.688964821,0.009165557,11.00521366
CAPZB,ACTR10,39.72188972,5.083964476,0.089645608,0.217699228
CAPZB,ACTR1A,12.71258875,2.768663664,0.444174382,0.854816465
CAPZB,ACTR1B,33.46287083,4.652188748,0.045316902,0.132661265
CAPZB,ACTR2,17.11560252,3.057005091,0.01622194,1.965506579
CAPZB,ACTR3,12.04830017,2.559529583,0.036488316,1.688898441
CAPZB,ACTR3B,31.48994196,2.448564602,6.70E-05,0.015726887
CAPZB,ADAR,3.86310794,1.31604428,4.39E-06,0.448499543
CAPZB,ADH5,2.093706679,1.450515825,0.000141437,2.365483457
CAPZB,AGTPBP1,3.001017176,1.520780075,0.004717311,0.042315447
CAPZB,AIF1L,25.8433661,4.00918108,0.002138217,0.390327314
CAPZB,AIMP1,4.218435035,1.539583257,0.000453646,1.513341415
CAPZB,AKAP8L,2.792033064,1.123000937,0.000122852,0.059950233
CAPZB,AKT1,3.647640595,1.043950106,3.78E-06,0.103788453
CAPZB,ALDH18A1,3.642966062,0.883884429,0.000116878,2.37316056
CAPZB,ALDH9A1,3.267099657,1.73568702,0.005630554,1.180852421
CAPZB,ALDOA,2.970848809,1.572577859,0.004602904,11.82798443
CAPZB,ALYREF,2.871906645,1.121335878,0.00015767,7.735132219
CAPZB,AMOT,5.885359612,1.357167746,0.001883876,0.668913099
CAPZB,ANAPC1,2.536655561,1.287091327,2.01E-07,0.187328527
CAPZB,ANGPT1,4.300388567,1.6848178,0.001541367,0
CAPZB,ANKRD17,6.176218152,2.57282348,3.23E-05,0.244590485
CAPZB,ANKRD50,27.96215699,5.046702899,0.000200747,0.024241014
CAPZB,AP1M1,5.156720198,1.339685849,6.05E-07,0.755290415
CAPZB,AP2A2,10.27830042,2.36606002,2.72E-05,1.433017893
CAPZB,AP2B1,3.667210328,1.238438479,1.55E-06,0.715676641
CAPZB,ARAP1,26.12787926,4.049794344,0.003504396,0.066214483
CAPZB,ARFGAP3,2.728266839,1.975356759,0.004127566,0.041957507
CAPZB,ARHGAP17,3.483203628,1.503545678,2.32E-06,0.237953602
CAPZB,ARHGEF6,3.284499113,1.777805904,0.002427094,0.017863944
CAPZB,ARPC1A,18.92957646,3.188975318,0.00843878,0.827132787
CAPZB,ARPC1B,16.26770938,3.086404114,0.002933028,0.752318695
CAPZB,ARPC2,17.71901372,3.111956783,0.013185126,1.538390863
CAPZB,ARPC3,27.03337299,4.003438944,0.023437223,0.515529892
CAPZB,ARPC4-TTLL3;ARPC4,16.93910799,3.057917986,0.018944617,1.434933598
CAPZB,ARPC5,23.86356482,3.644498435,0.00808651,0.329962356
CAPZB,ARPC5L,39.27798823,4.857092459,0.019733102,0.66539399
CAPZB,ASF1A,3.336691823,1.196312547,6.12E-05,0.012448925
CAPZB,ATG14,2.503724931,1.328421566,0.001254404,0.017042644
CAPZB,ATP5A1,5.387390313,1.812165403,0.001085999,3.428188605
CAPZB,ATP5B,2.869243657,1.159310559,0.000719268,14.13337915
CAPZB,ATXN2,5.522671834,1.128281155,1.06E-05,0.258719396
CAPZB,ATXN2L,8.529336402,2.388124709,0.000817764,0.342180821
CAPZB,BAG2,3.950932861,1.509740259,0.000823901,0.605921992
CAPZB,BAG4,3.442224573,1.449417322,0.000511899,0.256811076
CAPZB,BAIAP2L1,3.530015006,1.556790375,9.21E-07,0.210895707
CAPZB,BAP18;C17ORF49;RNASEK-C17ORF49,4.636797343,1.609705526,0.000139406,0.836211957
CAPZB,BAZ2A,2.794346709,1.159466803,8.65E-05,0.223143835
CAPZB,BCAS3,6.159002036,1.734852635,0.000395668,0.071218018
CAPZB,BECN1,4.955788663,2.159808146,0.00303025,0.088144092
CAPZB,BLVRB,3.903864631,1.68409103,2.18E-05,0.442199962
CAPZB,BOLA2;BOLA2B,3.198986008,1.382667907,0.00220618,3.959471703
CAPZB,BRF1,4.0712501,1.585871025,4.09E-05,0.016869138
CAPZB,BRPF3,4.666147487,0.645063474,5.49E-06,0.000875391
CAPZB,BSG,3.234444373,1.297255327,0.00014706,2.304600268
CAPZB,BTG3,6.347468751,1.655102136,0.000676986,0.140292068
CAPZB,C12ORF57,12.45346536,3.252702787,0.004892161,0.243897148
CAPZB,C14ORF166,12.91053425,2.438422393,0.000654497,1.671482349
CAPZB,C14ORF93,4.559185544,1.440389594,0.000689832,0.02061762
CAPZB,C15ORF39,3.913992108,1.707080271,0.007099554,0.033377746
CAPZB,C16ORF62,6.062910514,2.294512845,4.70E-06,0.152205528
CAPZB,C17ORF80,8.376934554,2.805738874,0.000136026,0.044524771
CAPZB,C1QBP,10.8758218,2.431854916,0.009083816,23.51049576
CAPZB,C4ORF29,4.09222649,1.771964377,0.000634046,0.028558002
CAPZB,CABIN1,26.29134473,3.094886988,5.14E-06,0.011767758
CAPZB,CACYBP,6.185132353,1.202415513,0.000489302,3.828877688
CAPZB,CAD,2.559686021,1.36006959,4.16E-07,0.687470636
CAPZB,CALD1,3.77650212,1.258229499,0.318870731,0.238464528
CAPZB,CALM2;CALM1;CALM3,10.83051163,2.387425726,0.022935257,7.999327387
CAPZB,CAMK2G;CAMK2B,8.581765293,1.792993698,0.000378753,0.346991642
CAPZB,CAP1,3.595513015,1.738005683,0.021630211,1.548435932
CAPZB,CAP2,5.442565886,2.067676126,3.61E-05,0.212808362
CAPZB,CAPRIN1,4.302303066,1.680499021,0.001684648,3.306798606
CAPZB,CAPZA1,50.87832499,5.799801106,1.152939902,3.331844573
CAPZB,CAPZA2,35.58737824,4.840835881,0.565414016,0.773942449
CAPZB,CASC3,4.557565111,1.629348824,3.45E-05,0.048018376
CAPZB,CCDC138,2.376999258,1.290514247,0.000148895,0.066322814
CAPZB,CCDC22,9.437142065,2.887312766,0.000237962,0.117182416
CAPZB,CCDC53,107.5276871,9.075343929,0.095284392,0.070063166
CAPZB,CCDC93,4.292360638,1.777013794,2.79E-07,0.045388566
CAPZB,CCT2,6.022308481,1.837802,0.002169861,6.574889
CAPZB,CCT3,3.89661459,1.143272092,0.001126475,6.84701929
CAPZB,CCT4,5.466739863,1.779552478,0.001544524,7.351551685
CAPZB,CCT5,3.719068424,1.170823952,0.001311453,9.169319084
CAPZB,CCT6A,6.700446699,1.860060902,0.001166858,13.288208
CAPZB,CCT8,7.073683306,2.006850234,0.001806855,9.196656671
CAPZB,CCZ1B;CCZ1,3.092347092,1.561651493,0.006646221,0.725642825
CAPZB,CD2AP,38.27877996,4.899295066,0.500614448,0.226816599
CAPZB,CDC27,3.394193063,1.218549854,0.000130485,0.515007611
CAPZB,CDC2;CDK1,4.895918421,1.557958436,0.000291947,2.977844063
CAPZB,CDC37,6.277940376,1.694923397,0.000780577,1.426511471
CAPZB,CDC40,3.477512286,1.115447608,7.87E-05,0.271701549
CAPZB,CDC42EP1,4.511600609,1.665517285,0.002124222,0.24390557
CAPZB,CDC5L,4.544791892,1.138861829,0.000506071,0.692492663
CAPZB,CDC7,3.000335825,1.638050806,0.000325293,0.113700382
CAPZB,CDK9,4.252112562,1.327126234,0.000210141,0.50023313
CAPZB,CDKAL1,3.89569127,1.966646175,0.002304784,0.105303222
CAPZB,CEP170,5.298966219,1.845873201,0.005107884,0.201484341
CAPZB,CEPT1,3.861955188,0.984242229,1.87E-05,0.104893025
CAPZB,CFL1,15.0044711,2.539246608,0.018785255,17.44992226
CAPZB,CFL2,5.95660751,1.860383659,0.006157978,1.573285603
CAPZB,CHCHD3,2.958088331,1.130229066,0.000130766,0.568653098
CAPZB,CHEK1,2.666319519,1.478264058,0.000120651,0.231861751
CAPZB,CISD2,5.112058009,1.528001895,0.000146182,2.056321526
