target_gene_name,interactor_gene_name,pval,enrichment,interaction_stoichiometry,abundance_stoichiometry
MSH6,C17ORF53,41.34308414,8.088487409,0.002524173,0.009359031
MSH6,EXO1,34.32922554,7.29543202,0.031618964,0.263537761
MSH6,FEN1,36.51961752,7.389305026,0.01685472,6.07225237
MSH6,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ,7.76726992,3.333858316,1.024612393,503.5200194
MSH6,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS,5.701405956,2.799746376,0.368107251,398.5925296
MSH6,MCM8,29.06308816,6.638891217,0.050458306,0.160388694
MSH6,MCM9,98.70646957,13.64555739,0.028439851,0.107882747
MSH6,MSH2,82.60490257,12.29785873,0.608744088,1.509063575
MSH6,PCNA,20.94503366,7.681199573,0.010481023,3.61908794
MSH6,SMARCAD1,72.10246207,11.13067574,0.011443187,0.772968832
MSH6,TATDN3,16.22457444,6.78124353,0.009291012,0.395412483
MSH6,ZDBF2,12.29747406,5.983961449,0.00098513,0.004079491
MSN,AATF,22.55124296,5.775788876,0.000432134,0.159227835
MSN,CNTRL,8.76309406,2.806865576,5.15E-06,0.005070242
MSN,EZR,14.54395981,4.337761576,0.039252306,2.867123709
MSN,KIAA1033,49.48588841,9.539365354,0.009216943,0.210011674
MSN,MNS1,10.17474216,3.752531099,0.001307194,0.004385441
MSN,PFDN1,8.03320384,3.302154361,2.39E-05,1.82103211
MSN,RDX,26.61437824,6.338115048,0.016171961,1.767852439
MTMR1,BPNT1,7.103904354,3.361407693,2.05E-05,0.581653019
MTMR1,GMNN,29.37080938,6.825214641,0.081545894,0.608086763
MTMR1,MTMR2,31.64426175,6.982476573,0.034548107,0.106715991
MTMR1,NADK,35.75321017,7.035338058,0.001462694,0.167718455
MTMR1,NDUFB10,3.57038201,3.994417673,0.000194921,0.776366071
MTMR1,SBF1,48.13928045,8.718110537,0.232648082,0.097323996
MTMR1,SBF2,62.95944416,10.31269633,0.065200312,0.01253048
MTMR1,USP9X,7.249276074,3.110423142,0.000385565,0.675144219
MTMR1,VPRBP,9.521335949,3.611308964,0.000103871,0.448717109
MTMR2,C20ORF24,3.274514926,2.083515592,0.024373893,10.03504556
MTMR2,COX7A2,2.560155399,2.249844573,0.0090004,71.98440058
MTMR2,CPSF6,2.747623482,2.692109716,0.033122191,17.90033702
MTMR2,DR1,3.127660554,1.879905024,0.002513448,13.33972075
MTMR2,G6PD,4.401192836,2.483636642,0.000531933,13.66875301
MTMR2,LUC7L3,2.83888779,2.337131141,0.067110856,7.241574386
MTMR2,MTMR1,7.600533958,3.056786623,0.044107064,9.370666827
MTMR2,MTMR10,46.73754852,9.220706938,0.056939115,0.115072166
MTMR2,MTMR12,69.12905968,11.32854567,0.09791233,1.520400303
MTMR2,SBF1,25.66471387,6.465011882,0.024965296,0.911990738
MTMR2,SBF2,48.86339605,9.30065956,0.030963499,0.117418954
MTMR2,YWHAE,3.128266993,1.905523416,0.046634032,450.4959076
MTMR3,NDUFA3,10.02116074,3.633005214,0.230443966,41.63622046
MTMR3,RANGAP1,4.044985799,2.910988712,0.069620527,322.1631728
MTOR,FOXP1,3.363930376,2.444341305,0.029989255,0.580317392
MTOR,RICTOR,40.86063235,9.157761973,0.150056696,3.142376415
MTOR,RPTOR,25.5846166,6.526345621,0.235664719,1.861515411
MTOR,VMP1,4.160735147,1.705197115,0.935918746,1.269577626
MVB12A,CEP55,18.64072816,4.875611838,0.011854497,0.248062248
MVB12A,HGS,11.04491496,3.629116102,0.001359505,1.574478649
MVB12A,IST1,11.11450311,4.127545137,0.011204583,1.371369166
MVB12A,STAM,18.84841144,4.865160073,0.002082586,1.541593461
MVB12A,STAM2,14.74379563,5.588733316,0.000714576,0.618528409
MVB12A,TSG101,23.90699133,5.691858404,0.350434611,1.017741435
MVB12A,VPS28,68.95679057,10.46903955,0.786859091,0.594015227
MVB12A,VPS37B,37.43195483,7.480600191,0.785719466,0.260352532
MVD,ACVR2B,2.176107726,2.336000619,0.003059405,0.029612675
MVD,FASN,4.717349632,3.715262447,0.071300452,20.68468008
MVD,GLT8D1,2.481931277,1.729546202,0.001481284,0.046917509
MVD,NSDHL,3.762390616,3.743338652,0.002819341,3.164441117
MVD,TTLL5,2.681695238,2.601258559,0.001693531,0.33681422
MVD,ZNF554,2.691003064,1.844358303,0.007816412,0.03504299
MVK,LPCAT2,10.65732082,5.016130333,0.011927941,1.554379763
MYBBP1A,GORASP2,6.749844889,2.967955608,0.075904228,6.168439162
MYBBP1A,TMED10,6.419072852,3.029982187,8.99347418,16.43165468
MYBBP1A,TMED2,33.40856558,7.246160989,0.854381835,6.278933375
MYBBP1A,TMED3,22.94833677,6.020122886,0.17053051,2.910907547
MYBBP1A,TMED4,7.989031811,3.281601773,0.044197292,5.73108718
MYBBP1A,TMED5,21.23949975,5.769050014,0.072815894,0.590723446
MYH10,MYL12A;MYL9,32.46133393,6.010212053,0.466948467,1.535141844
MYH10,MYL6,82.6993169,10.26400109,4.631435284,23.93047488
MYH10,MYL6B,60.84177105,8.717441565,0.021127124,11.96365248
MYH10,SPECC1,13.34812795,4.547067714,0.011954406,0.095466903
MYH9,ACADM,8.095312129,3.938280155,0.007127245,0.136409362
MYH9,ALDH1B1,6.682400443,3.196858344,0.003749859,0.326456861
MYH9,ATP5O,8.727785108,3.502321867,0.006256677,1.34125152
MYH9,C1QBP,7.135252715,3.609158294,0.133382048,8.189477351
MYH9,HSPD1,6.894694061,3.616771608,0.090732463,3.337976562
MYH9,IARS2,6.885077203,3.182964548,0.002621178,0.765380485
MYH9,LETM1,4.960689505,3.120782575,0.006034759,0.249322355
MYH9,MDH2,7.26245864,3.610829207,0.053520776,3.876246472
MYH9,MRPS18C,27.18574046,6.089955775,0.0299577,0.096336369
MYH9,MTHFD1L,5.338629048,3.225364623,0.001035513,0.18227397
MYH9,MTHFD2,6.315332453,3.708946809,0.011529136,0.508790098
MYH9,MYL12A;MYL9,18.01461936,4.845643357,0.819704786,0.461828915
MYH9,MYL6,38.92931337,7.30143408,7.80183506,7.199194851
MYH9,MYL6B,46.61489751,8.093866862,0.010520359,3.59912061
MYH9,NDUFA3,10.41451223,3.590949615,0.006803656,0.061078601
MYH9,NDUFB3,4.123422992,3.318848328,0.005558984,0.062386535
MYH9,NDUFS5,4.407433353,3.456670393,0.00075323,0.17099871
MYH9,NNT,5.887459131,3.806963982,0.000624722,0.088436885
MYH9,OAT,7.619138084,3.960490375,0.00792046,0.937221238
MYH9,PMPCB,5.685097134,3.637483761,0.000974132,0.202997032
MYH9,PPIF,6.81310008,3.537207305,0.012617671,0.421675407
MYH9,TRAP1,7.979348402,3.291025355,0.006741973,0.777240888
MYH9,UQCRFS1;UQCRFS1P1,6.984691946,3.206581834,0.01780362,0.237665531
MYL12A,FLII,12.98789157,4.102486378,0.01633601,0.10646848
MYL12A,IPO4,13.73882227,4.374279544,0.000558224,0.486722174
MYL12A,KIF2C,10.72757189,3.665435526,0.001982076,0.089331776
MYL12A,LRRFIP1,13.26155866,3.775948521,0.002468062,0.292266291
MYL12A,LRRFIP2,10.99944577,3.64137759,0.231789928,0.051435429
MYL12A,MYH10,16.85527551,4.476519899,0.23993918,0.651405604
MYL12A,MYH14,22.12595656,5.333785658,0.05268345,0.083999285
MYL12A,MYH9,27.41893275,5.776308496,0.670522654,2.165304005
MYL12A,MYL1,25.66708541,8.046492583,0.003100022,0
MYL12A,MYL12A;MYL9,50.43630504,8.35158315,1,1
MYL12A,MYL6,90.98051136,11.60524344,6.220122557,15.58844544
MYL12A,MYL6B,59.01446262,8.730040275,0.014276568,7.79319027
MYL12A,MYO18A,51.52965733,8.421323456,0.013720957,0.038156863
MYL12A,RSF1,6.163582765,3.823062245,1.83E-05,0.114665591
MYL12B,MRPS18C,17.24824143,6.083708368,36.15020113,0.41719505
MYL12B,MYH9,15.58178624,4.583056435,2570.977786,4.33060801
MYL12B,MYL12A;MYL9,21.91927662,5.675304231,3580.38163,2
MYL12B,MYL6,41.2669971,7.978593326,23997.22451,31.17689089
MYL12B,MYL6B,60.00060375,9.715151717,75.96814018,15.58638054
MYL12B,MYO18A,14.96454221,4.691175949,185.443429,0.076313725
MYL12B,PPP6C,9.759942454,3.964411935,7.162508737,0.899547428
MYL6,CALM2;CALM3;CALM1,38.14750714,7.334618877,0.056811794,0.387047211
MYL6,IQGAP1,30.59928045,5.880674137,0.048047606,0.053723678
MYL6,MYH9,23.8976531,5.328319612,0.093569704,0.138904422
MYL6,MYL12A;MYL9,32.97758614,6.139447723,0.066055912,0.064150079
MYL6,MYL6B,44.7658422,7.74926313,0.001841193,0.499933768
MYL6,MYO18A,54.93772529,8.702266418,0.0021702,0.002447766
MYL6,RAC1;RAC3,16.57973317,5.379296162,0.000779813,0.922668745
MYL6B,IQGAP1,12.71913647,4.030191648,0.038829617,0.053723678
MYL6B,IQGAP3,7.349065718,2.797882287,0.001665659,0.001467138
MYL6B,MYH10,13.02493734,4.19901614,0.187461714,0.041787721
MYL6B,MYH14,13.29445339,4.410128223,0.006828611,0.005388561
MYL6B,MYH9,13.21760614,4.204365978,0.165070513,0.138904422
MYL6B,MYL12A;MYL9,19.53801493,5.310901651,0.206214863,0.064150079
MYL6B,MYL6,33.64607469,7.086052656,1,1
MYL6B,MYO9B,18.7574196,5.354570918,0.028997952,0.001116946
MYO1B,CALM2;CALM3;CALM1,44.61771946,8.814679282,4.224702527,29.20616077
MYO1B,ECD,11.11101383,6.122236945,0.005311467,0.700696902
MYO1B,MYO1C,21.01439459,5.844119796,0.003670374,0.519296584
MYO1B,NAP1L1,6.86060378,3.199286717,0.034778092,45.55719
MYO1C,CALM2;CALM3;CALM1,39.35348962,8.301209091,5.613297789,56.24177335
MYO1E,ARHGAP21,5.521393579,3.80122848,0.001834881,0.01153313
MYO1E,CALM2;CALM3;CALM1,18.75626303,5.270412962,2.097795382,88.96633892
MYO1E,CBX3,3.307966631,2.70492115,0.289106463,54.36839567
MYO1E,CTDSPL2,2.900201704,2.489963743,0.009961919,1.221854894
MYO1E,DNASE1L2,3.982717266,2.381985818,0.004179581,0.032044607
MYO1E,H1F0,3.491195666,2.527169164,0.18405644,4.201772281
MYO1E,H1FX,4.482813955,2.880998389,0.259707093,9.520136245
MYO1E,H2AFZ;H2AFV,4.243389855,2.912085752,3.357022984,440.015361
MYO1E,HIST1H1D,3.404709041,2.410979352,0.519851983,2.336727538
MYO1E,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ,3.637514324,2.567339272,5.308594361,1772.295131
MYO1E,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS,4.169226057,2.713541858,11.15455256,1402.970235
MYO1E,HIST1H4A,3.897687265,2.891031694,14.3428363,583.8179557
MYO1E,HIST2H2AA3;HIST2H2AC,4.560068244,3.00972996,26.65513108,1181.530087
MYO1E,KIF22,4.763446717,3.175493739,0.027101683,0.387329137
MYO1E,KMT2A,3.234461132,2.769726047,0.001324411,0.288920807
MYO1E,MYO1C,20.33164759,5.379487523,0.002683927,1.581855152
MYO1E,NUMA1,3.514258487,2.563653111,0.109444866,3.589580811
MYO1E,OSTF1,76.49822779,11.29426779,1.049182606,4.41150738
MYO1E,PARP1,8.225769073,4.235877712,0.467850558,47.86879897
MYO1E,PARP2,3.510294985,2.993666992,0.008188904,1.288990453
MYO1E,RAD50,4.041260431,3.545639723,0.003737996,3.513964559
MYO1E,RIF1,3.747175657,2.870728987,0.001150178,2.791976857
MYO1E,RPS27A;UBC;UBB;UBA52,5.600353275,3.471271783,2.878042425,2022.028401
MYO1E,SMARCA1,4.311563241,3.267708257,0.018331757,3.122286783
MYO1E,SMARCA5,3.874246517,2.737710548,0.080875272,6.919249521
MYO1E,SUZ12,2.921189792,2.776014961,0.015602231,2.140717876
MYO1E,WHSC1,5.577469724,3.776024382,0.031385931,2.134373619
MYO6,APPL2,8.800923518,3.207468154,0.000132238,0.562778905
MYO6,ARHGEF12,75.48826304,11.48573441,0.081815769,0.337187177
MYO6,CALM2;CALM3;CALM1,28.64247889,6.813392795,3.219523388,63.88888316
MYO6,DOCK7,11.30539145,3.825951418,0.096821605,3.294207099
MYO6,FAM13A,5.563770575,2.619817035,0.000957346,0.741760004
MYO6,GIPC1,14.19307193,4.435550112,0.005418055,2.467244478
MYO6,LRCH1,8.92482173,4.339678309,0.004400422,0.712450705
MYO6,LRCH3,13.81148911,4.352854501,0.111642541,0.841929521
MYO6,MYL6B,16.87159891,6.243351892,0.006596643,82.52277549
MYO6,RPS27A;UBC;UBB;UBA52,5.235039718,2.834307352,1.341446423,1452.067578
MYO6,TOLLIP,19.73907427,5.745374227,0.048883477,0.47524741
MYO6,TOM1,28.82621967,6.79890977,0.099014987,1.194348247
MYO6,TOM1L2,21.53416517,5.863920895,0.108646246,0.461626108
MYO9B,CALM2;CALM1;CALM3,21.94523347,5.470948,2.797126452,346.5228954
MYO9B,DCAF8,13.8343833,5.408820674,0.002241717,5.215527381
MYO9B,DICER1,13.47253258,4.284132506,0.008726429,3.762792934
MYO9B,ECD,20.19099761,6.134784896,0.026100631,8.313571966
MYO9B,MYL6,6.483533073,2.953236503,1.250560598,895.2987789
MYO9B,MYL6B,79.24606265,11.69055331,0.895246788,447.5900922
MYO9B,NAP1L1,26.47493382,6.209681203,0.297465659,540.5232653
MYO9B,NAP1L4,6.334039876,2.853157429,0.548052409,71.99813265
MYO9B,NEFM,7.81787081,3.66896529,0.002548695,17.45474219
MYO9B,PJA1;PJA2,66.85052048,14.97030571,0.00616477,1.82554514
MYO9B,PPM1G,42.55391301,8.046494141,0.122437985,51.07457894
MYO9B,TARBP2,7.795504092,3.349645236,0.009541073,0.604968009
NANS,FKBP5,11.11394955,4.553517641,0.000597507,0.242854173
NANS,NDUFA3,13.71474836,4.450743695,0.001590469,0.142822493
NANS,SKIL,22.40712367,7.94153103,0.000531932,0.005649398
NAPA,BET1;DKFZP781C0425,5.759647651,3.607395311,0.005629384,0.401736369
NAPA,BNIP1,4.159270415,2.15474742,0.003925407,0.025588719
NAPA,GOSR1,2.414449605,2.259788897,0.006109971,0.031491278
NAPA,MRPS9,4.926387944,2.498047863,0.000243801,0.097400909
NAPA,NAPB,3.475689328,2.244009693,0.001227501,0.014877128
NAPA,NAPG,4.306047044,2.755450134,0.039625125,0.042713022
NAPA,NSF,16.9900982,5.127255362,0.281294642,0.184503768
NAPA,NUP210,2.65937766,2.117703475,0.000113982,0.135613328
NAPA,PAK2,2.217598364,1.568879823,0.003103268,0.368270785
NAPA,PTTG1IP,3.117531125,3.08656081,0.010365722,0.034696308
NAPA,RREB1,3.591914169,2.206902248,0.000210042,0.014815331
NAPA,SCFD1,7.129537386,3.125198907,0.046188896,0.229777143
NAPA,SEC22B,4.224885874,2.933307667,0.014847793,0.023836544
NAPA,SNAP23,4.895718495,2.717495864,0.00614763,0.562588269
NAPA,SNAP29,6.831783446,3.308711502,0.024367185,0.278266127
NAPA,STX12,5.264416872,2.98642004,0.036018852,0.455831594
NAPA,STX18,8.135226462,3.269286412,0.000103639,0.099865719
NAPA,STX4,4.897863286,2.305146306,0.000240639,0.102120789
NAPA,STX5,3.425473212,2.310236012,0.002776136,0.060439975
NAPA,STX6,4.107424152,2.209316426,0.017713139,0.060103176
NAPA,STX8,3.190818606,2.368358583,0.006028022,0.031509025
NAPA,UBE3B,2.373030647,1.656057785,0.002746147,0.001547091
NAPA,USE1,7.910536695,3.55545903,0.002533507,0.044522063
NAPA,VAMP3;VAMP2,5.714272288,2.8952507,0.039131457,0.975321222
NAPA,VAMP4,8.022693646,4.338911865,0.001496449,0.032221106
NAPA,VPS45,2.967582591,1.915597058,0.000815595,0.052081729
NAPA,VTI1B,5.747252977,2.770138517,0.003228145,0.097863074
NAPA,YKT6,4.848774575,1.95812022,2.12E-05,0.06993921
NAPG,NAPA,27.13892736,6.980410953,4095.978668,128.9578427
NAPG,NSF,14.01821157,4.948256446,6264.406342,23.79320792
NAPG,UBE3B,5.279600428,3.168573132,2895.649643,0.1995095
NCAPH,AIMP1,5.556863806,2.392276038,0.007344869,2.724143262
NCAPH,CAPRIN1,2.633010499,1.349306556,0.011955922,5.952518743
NCAPH,CCDC124,3.387245102,1.7585329,0.006322623,1.170118453
NCAPH,DARS,3.190576775,2.102592802,0.005259112,3.732250615
NCAPH,DDX6,2.605686804,1.389082839,0.009186911,1.692743798
NCAPH,DHX9,3.46963126,1.999123432,0.00496312,4.309959274
NCAPH,DYNC1H1,2.84758306,1.249406159,3.30E-06,0.882838532
NCAPH,EEF1E1;EEF1E1-BLOC1S5,2.540997257,1.41591331,0.015136802,3.393008802
NCAPH,EIF2S3;EIF2S3L,2.695202377,1.627990058,0.00018369,4.007250847
NCAPH,EIF3A,5.340253456,2.556646196,0.003667747,2.938496726
NCAPH,EIF3B,4.244139691,2.050857524,0.019346706,2.41149147
NCAPH,EIF3C,3.209286463,1.809348364,0.004511756,2.350530573
NCAPH,EIF3CL,3.122707389,1.402219466,0.008297352,4.701061145
NCAPH,EIF3E,2.641253017,1.314905395,0.025350907,5.076562203
NCAPH,EIF3G,3.341410218,1.718523236,0.013146514,1.255356764
NCAPH,EIF3H,3.800214524,1.971552959,0.003998493,3.480280382
NCAPH,EIF3I,3.233464701,1.598312776,0.017739829,12.71783287
NCAPH,EIF3K,3.93176382,2.085233667,0.01575936,5.241838062
NCAPH,EIF3L,3.244901931,1.617282664,0.010422578,2.604238537
NCAPH,EIF4A1,3.474474223,1.752416636,0.01348345,25.06219611
NCAPH,EIF4G1,2.884289681,1.420701399,0.001859902,3.835547291
NCAPH,EIF5A;EIF5AL1,3.232034641,1.672199039,0.027239425,171.6766371
NCAPH,EPRS,3.089459178,1.652654981,0.006100438,5.451435252
NCAPH,GLRX3,3.114922086,1.819339339,0.002712483,3.46505507
NCAPH,GLUD1;GLUD2,3.104359235,1.657749886,0.00494329,4.806973106
NCAPH,GNB2L1,3.598558724,1.648155591,0.549824312,23.6642478
NCAPH,GNL3,2.564549371,1.601093371,0.004057567,1.828740781
NCAPH,HCFC1,2.594782207,1.721404201,0.000494587,0.821172443
NCAPH,HNRNPC,2.896996644,1.900930414,0.03688151,108.9922614
NCAPH,HNRNPK,2.481940059,1.414766037,0.009059869,9.886362392
NCAPH,HNRNPM,2.279977989,1.565420356,0.004777305,7.764670522
NCAPH,IARS,3.988397176,2.065798741,0.001285324,2.980513737
NCAPH,ILF2,2.720982448,1.332594068,0.01301122,8.866162557
NCAPH,ILF3,2.987880228,1.732904011,0.007923073,7.739136039
NCAPH,KARS,4.23447779,1.979778384,0.004319183,4.493974047
NCAPH,KIF20B,50.10935827,7.30639681,0.00035811,0.053349235
NCAPH,KIF4A,5.140840103,2.257740618,0.000797491,0.316447386
NCAPH,KTN1,6.071587574,2.552143518,0.002354261,0.780436029
NCAPH,LARP1,2.384062528,1.485030237,0.001159298,0.944504336
NCAPH,LARS,3.822264701,1.890383343,0.0027548,2.184751987
NCAPH,MARS,6.351795976,2.541064468,0.005762804,3.640406806
NCAPH,MATR3,3.068769685,1.70370437,0.002316833,5.092909558
NCAPH,MYH9,2.362090985,1.609309651,0.014259663,5.167715861
NCAPH,NACA,3.245450076,1.581749608,0.084778981,36.0912861
NCAPH,NCAPD2,45.7876999,7.427696936,0.580882099,1.0580223
NCAPH,NCAPG,107.0519567,12.27048697,0.477443088,1.040848456
NCAPH,NPM1,2.980765553,1.626813094,0.06350618,70.99922426
NCAPH,NSUN5,7.40235608,2.625956727,0.006611512,0.36534289
NCAPH,NUFIP2,3.570964816,2.114058743,0.001869266,1.375803081
NCAPH,NUP50,2.889277207,2.034441157,0.000702995,1.64282186
NCAPH,PABPC1,4.062079293,1.790929707,0.161548948,19.37355687
NCAPH,PABPC4,4.96766741,2.16991451,0.016450174,1.423572134
NCAPH,PABPN1,2.663612523,1.657963961,0.010614138,0.915364678
NCAPH,PDCD4,2.889448652,1.726591666,0.000918858,0.666212734
NCAPH,PLAA,3.905750171,1.851539163,0.000297125,0.625454533
NCAPH,PRMT1,4.643681428,2.086072941,0.007220913,6.091782761
NCAPH,PRPS1;PRPS1L1,3.652552174,1.775389588,0.014871141,7.83274743
NCAPH,PRRC2C,4.103142139,1.798062511,0.000505853,0.311496703
NCAPH,PSAT1,4.338814455,2.061943399,0.001718592,4.731927786
NCAPH,PSMB3,2.538224749,1.434023408,0.00411518,1.10983855
NCAPH,PSMD11,3.129294594,2.080839001,0.000901796,3.465907398
NCAPH,PSMD3,3.283758758,1.751821072,0.003153917,2.270527414
NCAPH,PSMD6,5.202852772,2.376772927,0.001723447,3.300568853
NCAPH,PSMD7,2.091651993,1.625551372,0.001867163,2.786577144
NCAPH,QARS,3.619397464,2.000211878,0.001736969,3.617710789
NCAPH,RARS,4.813525026,2.227504032,0.003726999,4.835430261
NCAPH,RPL10,4.574510522,1.996971997,0.030967515,20.49947788
NCAPH,RPL10A,4.153286418,1.820488024,0.09984837,35.97058644
NCAPH,RPL11,6.81478823,2.432775839,0.084872611,4.772940611
NCAPH,RPL12,3.669572012,1.901091157,0.177694321,20.11824055
NCAPH,RPL13,3.208111179,1.497849267,0.090323578,5.63255606
NCAPH,RPL13A;RPL13A,3.971853418,1.784514294,0.145196688,2.82251945
NCAPH,RPL14,3.450357624,1.771265674,0.007632289,8.984345899
NCAPH,RPL15,3.933258129,1.94306757,0.046585309,8.1919777
NCAPH,RPL17;RPL17-C18ORF32,3.266640525,1.715722407,0.138352978,54.83155777
NCAPH,RPL18,3.440796357,1.610124282,0.063329726,14.38490733
NCAPH,RPL18A,3.132201947,1.896315932,0.021754348,7.150402295
NCAPH,RPL19,3.561930015,1.777087557,0.061763488,0.694835357
NCAPH,RPL21,4.088926273,1.841601258,0.142345417,3.679533264
NCAPH,RPL22,7.748895627,2.458998419,0.126915447,11.36489607
NCAPH,RPL23,4.997650753,2.206292792,0.051881681,3.336698205
NCAPH,RPL23A,3.205379325,1.51581684,0.182662209,15.38795351
NCAPH,RPL24,5.370714186,2.128871586,0.07327608,5.831526733
NCAPH,RPL27,3.761755915,1.74074351,0.332655228,5.4097305
NCAPH,RPL27A,3.223278182,1.599203984,0.17639031,13.92243413
NCAPH,RPL28,4.371960991,2.10140011,0.043531436,3.345719356
NCAPH,RPL29,3.066302477,1.545021493,0.036367765,1.390980034
NCAPH,RPL3,5.09846375,2.025988455,0.093303346,25.88318558
NCAPH,RPL30,5.108798358,2.240324935,0.059341858,13.52623855
NCAPH,RPL31,5.844365339,2.206935447,0.123721441,6.113949316
NCAPH,RPL32,9.260695726,3.043720941,0.147782769,18.70862978
NCAPH,RPL34,5.30688093,2.183934588,0.123554953,1.820368025
NCAPH,RPL35,3.219354597,1.607444712,0.060981878,4.736981301
NCAPH,RPL35A,3.712515175,1.84853409,0.09365061,10.98787322
NCAPH,RPL36,3.134841922,1.732880937,0.018213376,1.914880243
NCAPH,RPL37A,3.513272171,1.665377839,0.046395232,3.878205319
NCAPH,RPL38,6.476296357,2.852757414,0.076047236,0.281618615
NCAPH,RPL39P5;RPL39,3.184546854,1.84626036,0.070243443,38.05681408
NCAPH,RPL4,3.399275854,1.561518431,0.080902015,11.30149743
NCAPH,RPL5,4.204166431,2.128159784,0.211913168,14.25550672
NCAPH,RPL6,4.231321522,1.940611282,0.073422364,13.96730705
NCAPH,RPL7,3.680083047,1.681080453,0.092048807,9.810136209
NCAPH,RPL7A,3.918199593,1.763005319,0.16391051,7.250750069
NCAPH,RPL8,2.985718652,1.516927138,0.099062572,8.099406491
NCAPH,RPL9,4.283719903,1.967757767,0.08564571,7.884953686
NCAPH,RPLP0;RPLP0P6,5.382217123,2.173094285,0.110244629,14.6237242
NCAPH,RPLP1,3.59183011,1.749498055,0.096895358,12.90116467
NCAPH,RPLP2,3.1904495,1.590297056,0.693246008,46.69539845
NCAPH,RPS11,2.774440126,1.289385354,0.104087562,1.584966103
NCAPH,RPS12,5.176976618,2.225291051,0.08040008,15.99732868
NCAPH,RPS13,5.404892853,2.402839174,0.080146495,13.25858601
NCAPH,RPS14,2.982367486,1.471432746,0.087462432,12.34321066
NCAPH,RPS15,4.135750616,1.972067861,0.032230797,3.077590703
NCAPH,RPS15A,3.573168732,1.641134056,0.033729006,5.737683311
NCAPH,RPS16,5.249770058,2.190187457,0.066226006,4.893410564
NCAPH,RPS18,3.410160113,1.531137366,0.04839968,5.677279669
NCAPH,RPS19,4.870424749,2.077364531,0.498252569,17.9422757
NCAPH,RPS2,4.324407296,1.821087257,0.138608059,30.63578683
NCAPH,RPS20,3.808417776,1.739871928,0.151252428,7.497283447
NCAPH,RPS21,3.153622046,1.560383368,0.134748921,27.51256136
NCAPH,RPS23,8.816046858,2.977669677,0.054845291,4.256973934
NCAPH,RPS24,3.253645409,1.566716516,0.053586339,17.54029154
NCAPH,RPS25,5.509081855,2.055709386,0.200016902,7.151229233
NCAPH,RPS26;RPS26P11,2.733224027,1.635562116,0.006012383,4.211071171
NCAPH,RPS27,2.786452706,1.686187912,0.042975081,18.13752514
NCAPH,RPS28,2.991750381,1.667143025,0.355441148,6.426922695
NCAPH,RPS3,4.852146988,2.168933083,0.14724066,29.1788814
NCAPH,RPS3A,4.277078664,1.786464567,0.133151108,16.83673723
NCAPH,RPS4X,6.575321013,2.386880574,0.060463943,63.00757096
NCAPH,RPS5,4.6069524,1.859063412,0.033518547,8.693194517
NCAPH,RPS6,3.058003144,1.523387108,0.086135302,7.862183633
NCAPH,RPS7,5.503279977,2.236292204,0.065726304,9.530141938
NCAPH,RPS8,7.850761143,2.657484399,0.193004539,11.83175382
NCAPH,RPS9,5.671133085,2.312299792,0.065482834,5.442712343
NCAPH,RPSA,4.039767823,1.85452739,0.172684084,25.85217537
NCAPH,SERBP1,2.660052007,1.366945271,0.072687917,0.891026596
NCAPH,SMC2,42.27416956,7.057341129,0.912729022,1.143491591
NCAPH,SMC4,11.99558424,3.128990262,1.077203751,1.398421275
NCAPH,SPAG9,3.380450709,1.953682168,0.000150431,0.588997492
NCAPH,SRP54,2.174872031,1.791034376,0.001666995,1.776902959
NCAPH,SRP72,3.536360877,1.757406813,0.003092372,1.819993562
NCAPH,ST13;ST13P4;ST13P5,2.372021249,1.421607317,0.011006909,5.741022871
NCAPH,STAM,3.041261535,1.558359434,0.000181203,0.611298632
NCAPH,STAU1,2.298377297,1.542230016,0.00176166,1.37677209
NCAPH,TMPO,2.990383955,1.605583275,0.00890089,3.898058116
NCAPH,TOP2A,3.67525018,1.750700278,0.000590565,1.983991656
NCAPH,YTHDF2,2.725702448,1.672227342,0.004225044,2.595336476
NCAPH2,RPL11,6.170125626,2.721568698,,
NCAPH2,RPL38,5.296946396,2.6987844,,
NCAPH2,RPS8,5.791944909,2.597391482,,
NCAPH2,SMC2,15.26684701,4.132110989,,
NCK1,ARHGAP21,2.569910062,2.469063708,0.000182969,0.002759316
NCK1,BAZ1B,2.863083335,2.307095933,0.026896946,0.766547484
NCK1,H1F0,2.992475161,2.306342585,0.073962288,1.005279393
NCK1,H1FX,3.436864876,2.440580211,0.133398058,2.277704774
NCK1,H2AFZ;H2AFV,3.439479239,2.295346649,1.061924095,105.274238
NCK1,HIST1H1D,3.306371113,2.230716304,0.277115118,0.559065053
NCK1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ,2.932498452,2.262828758,1.624112974,424.0238772
NCK1,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS,4.236451826,2.688120968,7.502488967,335.6624232
NCK1,HIST1H4A,3.34873535,2.342801341,6.33027361,139.6791927
